W00882015,2,SW,6/1/2015,201500177,4/1/2015 19:00,2,Jurong Rd aft Bt Batok Rd,Jurong Road,1,1,1,1,9,42,3,1,5,85,83,0,0,0,N,Y,N,N,N,,26,R,SBS3755L - Upp Deck roof top corner panel damaged,Aft paxs activities at bus bay 22.3 KM along JR Rd I then swerved my bus to the right & didnt noticed there was a tree trunk jutting out as a result when I heard sound came from my bus & I thought my bus had grazed against something therefore Idid not stop to check. When I reached BLI aft parking my bus I alighted to check & then saw my bus at the upp deck left top corner panel a tree trunk had stucked onto the bus panel. ARM Loh & WOCC informed.,,,jradaa01,6/1/2015 15:41,,6/1/2015 15:41,,N,450
W02002015,2,SW,12/1/2015,201500179,2/1/2015 16:39,2,paya lebar rd aft B70271,paya lebar rd,1,1,1,1,6,33,2,1,1,70,60,0,0,0,N,Y,Y,N,Y,t/2015,21,R,sbs2745Y - front bumper scratches,I was travelling alg Paya Lebar Rd twds Tai Seng. I had just attended to pax act at B70271. I saw a brown car entered into the wrong entrance of the Shell station the car entered into the exit instead. Said car stopped there. I slowed down andmade several horns to give warning in case car reversed. I proceed on. I checkd left mirror and saw said car reversed and its rear portion knocked bus left rear. I stopped and alighted to check. There were scratches and dents. Said car did not stopand left. A pax noted down its reg no and witnesses the accident.no injuries.,,bc reported to RG on 07/01. district rcvd report on 09/01,wdssof01,12/1/2015 10:05,,12/1/2015 10:05,,N,568
W02052015,2,SW,12/1/2015,201500182,22/12/2014 08:15,1,"francis thomas drive, outside St Andrews",francis thomas drive,1,1,1,1,7,33,2,1,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,"sbs7707A - no damge, HCRG, no cctv",I was driving along alleged place. I did not get involved in any accident. that is all,,bc reported to RG on 08/01. CFMS case,wdssof01,12/1/2015 10:51,,12/1/2015 10:51,,N,86
W01602015,2,SW,8/1/2015,201500201,7/1/2015 13:30,1,boon lay way BS lakeside MRT,boon lay way,1,1,2,2,13,42,2,3,5,70,54,0,0,0,N,Y,Y,N,N,,23,R,"sbs6403H - LHS body scratches, rear door damaged, BLRG",I was entering bstop of Lakeside MRT. I noticed a van GX6825M. I cont to proceed in when accidentally I grazed said van. I stopped in the bstop. OCC informed. Pax transferred. Particulars exchanged. I RTD to SLBP. That is all. no injuries.,,,wdssof01,8/1/2015 15:49,,8/1/2015 15:49,,N,239
W00502015,2,SW,6/1/2015,201500210,27/12/2014 10:50,1,serangoon interchange,serangoon interchange,3,1,1,1,10,37,3,1,5,70,70,0,0,0,N,Y,Y,N,N,,14,R,"sbs6706J - rear LHS panel slight dent,SGRG, cctv",Upon my arrival at SGI all parking lot were occupied. I parked along the driveway near the altar. As I was reversing the rear left panel collided onto the hosereel box causing damage to the hosereel box and my bus. no injuries.,,"28/12,29/12 off",wdssof01,6/1/2015 8:47,,6/1/2015 8:47,,N,227
W01322015,2,SW,7/1/2015,201500214,6/1/2015 8:00,1,upp East coast road,upp east coast road,1,1,1,1,4,33,3,3,5,70,52,0,0,0,N,Y,Y,N,N,,14,R,"sbs8127S - front RHS no damage, BMRG",Aft passing by B93099 I proceed on. I was on the left lane. Infront I saw a rubbish truck with its hazard lights on so I proceed to change to the right lane. Just nice I entered into said lane suddenly all vehicles infront of me braked.I too braked twice but still my bus collided into the front mini van CB7083C. the vehicle infront it braked because it wanted to turned left into the petrol kiosk on the other side of the road. I alighted and exchange particulars. OCC informed.I cont svc as normal. That is all. no injuries,,,wdssof01,7/1/2015 16:32,,7/1/2015 16:32,,N,526
E02422015,2,SE,13/01/2015,201500215,6/1/2015 8:02,3,JALAN EUNOS TRAFFIC JUNCTION,JALAN EUNOS,1,1,1,1,5,27,3,2,1,70,52,0,0,0,N,Y,N,N,N,,14,R,NO DMG,I stopped behind a Taxi (SHD101B) at the Jalan Eunos traffic junction. I turned my head to open the box my leg stepping on the brake loosen. I was not aware of it. As a result my bus touched the rear of the taxi. I did not taNo injury. That s all.No injury. That s all,,Came to make report on 09/01/2015 but did not know time of accident and road name.,edsfof02,13/01/2015 14:13,,13/01/2015 14:13,,N,268
E00982015,2,SE,6/1/2015,201500216,6/1/2015 9:00,1,BISHAN ST 14 & ST 15 TRAFFIC JUNCTION,BISHAN ST 14,1,1,1,1,6,27,3,2,1,70,52,0,1,0,N,Y,Y,N,Y,T/2015,14,R,FRONT DAMAGE,There were about 15 passengers on my bus as I was approaching the traffic light near to bus stop 53269 along Bishan St 14. My bus hit the taxi (SHA4083J) in front. I checked the passengeRs there was a lady (Lay Hoon H/P : 96823263) who hit herchin on the seat in front of her. She declined ambulance and medical attention. At that time there were also two passengers in the taxi. But they were not injured. That s all.,,,edsfof02,6/1/2015 17:46,edsfof02,8/1/2015 9:19,,N,418
W01252015,2,SW,7/1/2015,201500217,6/1/2015 10:00,1,anchorvale drive,anchorvale drive,2,1,1,1,10,27,2,3,1,86,78,0,0,0,N,Y,Y,N,Y,f/2015,14,R,sbs6227a - SKRG,I was on Anchorvale Dr twds Rivervale reaching junctn fo Sengkang East Rd when t/lights turned red. I applied brake. A M/chinese pax abt 80Y whom was seating at the seats that were facing each other fell when I applied brakees.I did not know how he fell but he was conscious. He suffered abrasion on his L/elbow. I helped him up and bandaged his elbow. I asked if he needs med atnn but he refused.,,,wdssof01,7/1/2015 15:34,,7/1/2015 15:34,,N,397
W01982015,2,SW,12/1/2015,201500218,6/1/2015 11:00,1,Lavendar St aft B07249,Lavendar St,1,1,1,1,2,33,1,1,1,70,59,0,0,0,N,Y,Y,N,N,,14,R,"sbs6394A - front w/screen cracked, SGRG",I was stopping at traffic junctn. I did not engage h/brake and released footbrake thus causing the bus to move forward and hit onto the lorry infront of me. That is all,,MC on 07/01. Raining on 08/01. BC reported to Rg on 09/01,wdssof01,12/1/2015 9:33,,12/1/2015 9:33,,N,168
W01352015,2,SW,7/1/2015,201500221,6/1/2015 14:10,1,Junction of Commonwealth  Ave and Hollan,Commonwealth Ave,2,2,1,1,16,27,3,2,1,85,78,0,1,0,N,Y,N,N,Y,D/2015,14,R,Bus no damaged. Pax fall on board,On 06/01/2014 at about 14:08 hrs I stopped my bus at bus stop code 11189 for paxs activities along Commonwealth Ave. After paxs activities at about 14:10 hrs I was approaching the junction of Commonwealth Ave and Holland Ave. I noticed the green llight turned yellow. So as normal I gradullay apply my brake. Suddenly I heard a pax loudly told me that a pax has fall on board. So I stopped my bus and approached to assist the pax with helps of his friends to get the seat. I then proceed to thestopped my bus at the next bus stop to checked with this malay female pax and found she sustained left check and lips injuries and she also complained paint in her face. Her name is Aminah Bte Abdullah NRIC:S0789350G 64767016. I report to WOCC.Ambulance SKQ1754G Paramedic - Afidza PA411 arrived and convey,,,wdblrs04,7/1/2015 17:15,,7/1/2015 17:15,,N,800
W01202015,2,SW,7/1/2015,201500222,6/1/2015 14:19,1,sims ave,sims ave,1,1,2,2,3,33,2,1,5,70,54,0,0,0,N,Y,Y,N,N,,14,R,"sbs8150Z - LHS rear side air vent scratch, SGRG",I was driving when I sideswipe a stationary van parked along the road. that is all,,,wdssof01,7/1/2015 15:08,,7/1/2015 15:08,,N,82
W01012015,2,SW,7/1/2015,201500224,6/1/2015 18:30,3,Tuas Rd / Tuas Basin Link,Tuas Rd,1,1,1,1,6,26,2,2,5,70,53,0,0,0,N,Y,N,N,N,,14,R,SBS9594U - Right ctr panel scratches ( BLRG ),I was driving my bus along Tuas Rd turning right dir to Tuas Basin Link. And when I saw opp dir no oncoming m/vehicle I then make a right turned & opp dir van GBB8352Y had stopped but due to when turning right my bus encroached over dir laneas a result my bus right ctr body then grazed against the right front corner of said van. I alighted to check took photo at scene 3P was a male indian.Informed WOCC exchange particulars then cont my svc.,,,jradaa01,7/1/2015 11:39,,7/1/2015 11:39,,N,444
W02402015,2,SW,13/01/2015,201500226,3/12/2014 12:30,1,Anson Rd - Intl Plaza,Anson Road,2,1,4,6,14,42,3,1,2,86,82,0,0,0,N,Y,Y,N,Y,D/2088,25,R,SBS6353T - No damaged ( BMRG ),Regarding the CFMS stated  I wish to state that at said b/stop normally there were paxs boarding & alighting but I could not recall abt this incident as nobody had approached me.,,I did not report this incident as the pax's did not approached me until Master Hafiz.,jradaa01,13/01/2015 12:08,,13/01/2015 12:08,,N,178
E02242015,2,SE,12/1/2015,201500230,7/1/2015 7:20,1,YCK & HOUGANG AVE 2 TRAFFIC JUNCTION,YCK,1,1,1,1,2,27,2,2,1,71,69,0,1,0,N,Y,Y,N,Y,T/2015,14,R,LEFT FRONT SCRATCHES,I approached the YCK & Hougang Ave 2 traffic junction.  The traffic light was green. I noticed a motorcycle stopped at the slip road. As I drove passed the traffic light slightly the motorcycle making a turn. I jammed brake but too late. My bus hitimmediately jammed brake but too late. My bus hit the motorcylist. I stopped the bus and upon checking discovered that both of his hands were bleeding. I assisted the rider to push the motorcyle to the side of the road. He apologised and admitted itdreaming. The rider refused to be conveyed to hospital. I was driving at a slow speed. He willing to pay for my bus damages. That s all.,,Iworked standby & split shifts (S&T),edsfof02,12/1/2015 15:45,,12/1/2015 15:45,,N,633
W02292015,2,SW,12/1/2015,201500232,10/1/2015 12:00,1,Jurong West Ave 1 X Jurong West St 42,Jurong West Ave 1 X Jurong Wes,1,1,1,1,11,27,1,3,1,70,54,0,0,0,N,Y,Y,N,N,,14,R,"sbs6668K - damage unknown, BLRG",I was driving along J.West Ave 1. I was in the cenerlane as I was going straight. Ony my left was a van GBC5729J that was going to turn left. That lane the van was in can turn left and can go straight. As I was passing over said junctn ofJurong West Ave 1 X Jurong West St 42 I then signalled left to go to the left lane as I need to call at the bstop ahead. While swerving left suddenly I saw said van was at my LHS rear had collided with my rear. I stopped. I alighted to exchangeparticulars. I inform OCC. I cont svc as minor accident. some pax transferred.,,,wdssof01,12/1/2015 17:01,,12/1/2015 17:01,,N,560
E02062015,2,SE,12/1/2015,201500233,10/1/2015 12:20,9,UPPER CHANGI ROAD,UPPER CHANGI ROAD,1,1,1,1,2,33,1,2,5,70,52,0,0,0,N,Y,Y,N,Y,T/2015,14,R,FRONT BUMPER DMG,I was at the filter lane. In front of my bus was a car (SG6848Z). My bus was quite a distance from the car. I turned right to look for  incoming vehicles. When I turned back realised that the car jammed brake. I immediately jammed brake but stillhit the rear of the car. Both of us stopped and I checked on the passengers. Ten minutes later a malay child about 3 to 4 yrs old female complained that there was pain on her right side of her body. Ambulance was activated but did not convey herto hospital. That s all.,,,edsfof02,12/1/2015 10:59,edsfof02,12/1/2015 17:09,,N,515
W02182015,2,SW,12/1/2015,201500234,10/1/2015 14:50,2,Alexandra Rd / Queensway,Queensway,1,1,1,1,2,22,1,1,2,70,54,0,0,0,N,Y,N,N,N,,14,R,"SBS6189B - Left rear panel scratches, mudguard bent out ( BMRG )",I was driving my bus coming from Alex Rd turning left into a slip rd dir to Queensway. At the slip I was at the 1st left left comply to ped t/light red light. And infront there were many m/cars queuing awaiting to turn into shopping ctr & when Isaw ped light had turned to green light & infront m/cars still stationary on seeing I then filtered my bus to the extremely right to overtake a stop car SBH3897T in doing so the left rear of my bus grazed against the right rear corner of said car.I alighted to check WOCC informed exchange particulars & cont my svc.,,,jradaa01,12/1/2015 14:30,,12/1/2015 14:30,,N,561
W02212015,2,SW,12/1/2015,201500235,10/1/2015 19:05,2,Clementi Ave 2 slip rd C'wealth Ave West,Clementi Ave 2 slip rd C'wealt,1,2,1,1,11,22,2,1,5,71,54,0,0,0,N,Y,Y,N,Y,j/2015,14,R,"sbs3765H - LHS body scratches, JERG",I was driving alg Clementi ave 2. Upon reaching slip rd twds cwealth Ave West I saw a m/cycleFBB9720L overtook my bus and went ot he left side of the slip rd. I then slowed down at the give way line to wait for traffic to clear onCwealth Ave West. As I was moving off I did not notice the said m/cycle on the left. thus the left side of my bus grazed onto the m/cycle. I stoppedand alighted to check on said m/cyclist. I checked he is not injured. rider was with a pillion.they do not require AMB. Particulars exchanged. OCC informed. PAx transferred. I then OS back to JEI.,,,wdssof01,12/1/2015 14:59,,12/1/2015 14:59,,N,574
E02102015,2,SE,12/1/2015,201500236,10/1/2015 20:15,2,BALESTIER ROAD BUS STOP (7.9KM),BALESTIER ROAD,1,1,1,1,9,42,4,2,5,70,54,0,0,0,N,Y,N,N,N,,14,R,NO DMG,As I was leaving the bus stop (7.9km) along balestier road and into the yellow box there was a taxi(number unknown) inside the yellow box obstructing my way. The taxi was stationary in front of the pedestrian crossing. As a result my bus side swipeanother car (SFY4877?). No injury. That s all.,,,edsfof02,12/1/2015 11:55,,12/1/2015 11:55,,N,294
W02452015,2,SW,13/01/2015,201500237,11/1/2015 5:10,1,HGBP svc 74 p/lot,hougang bus park,3,1,1,1,1,39,4,1,5,70,67,0,0,0,N,Y,Y,N,N,,14,R,"sbs6707G - NS rear window glass cracked, HCRG, cctv     sbs9853B, svc74, OS front v/mirror damaged",When driving out I was afraid the front of my bus would hit a stationary bus along the driveway.  While reversing my bus accidentally hit stationary parked bus SBS9583B causing damage to both buses. no injury. that is all,,,wdssof01,13/01/2015 15:10,,13/01/2015 15:10,,N,221
E01002015,2,SE,7/1/2015,201500245,5/1/2015 16:55,3,TAMPINES INT.,TAMPINES INT.,3,1,1,1,3,37,4,1,5,70,67,0,0,0,N,Y,Y,N,N,,21,R,NO DMG,I was reversing in Tampines int. when my bus hit another stationary bus (SBS3625D SVC 19) in the parking lot. No injury. That s all.,,,edsfof02,7/1/2015 11:33,,7/1/2015 11:33,,N,132
E02222015,2,SE,12/1/2015,201500245,5/1/2015 17:01,3,TAMPINES INT.,TAMPINES INT.,3,1,1,1,19,37,4,1,5,70,60,0,0,0,N,Y,Y,N,N,,21,R,REAR LEFT SIDE DMG,My bus was parked in Tampines Int. parking lot while I went for break. During the break a colleagues informed me that my bus was damaged. I went to check and saw RM taking photos. After that RM informed me that the bus that hit my bus was SBS7306ZSvc 72. No injury. That s all.,,I worked split shift (S & T),edsfof02,12/1/2015 15:11,,12/1/2015 15:11,,N,277
E01852015,2,SE,9/1/2015,201500246,5/1/2015 20:30,3,BEDOK DEPOT EGRESS,BEDOK DEPOT EGRESS,3,1,1,1,11,36,4,1,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,REAR RIGHT SIDE DMG,My bus was stationary waiting for another bus in front to move at the egress of Bedok Depot. Another bus (SBS8685YOS) side swipe my bus after it entered into Bedok Depot. No injury That s all.,,I worked split shifts.,edsfof02,9/1/2015 15:25,edsfof02,15/01/2015 09:15,,N,192
E02702015,2,SE,14/01/2015,201500246,5/1/2015 20:30,3,BEDOK DEPOT REFUEL ISLAND,BEDOK,3,1,1,1,19,36,4,1,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,LEFT SIDE EXIT DOOR AND BODY DMG,My bus accidentally side swipe another stationary bus (SBS3829HOS) that was queueing at the refuel island in Bedok Depot. No injury. That s all.,,TAC WAS DOWN ON 02/01/2015 & WEEKEND.,edsfof02,14/01/2015 14:13,,14/01/2015 14:13,,N,144
W02262015,2,SW,12/1/2015,201500247,9/1/2015 9:19,1,upp aljunied road,upp aljunied road,1,1,1,2,7,33,1,3,1,70,54,0,0,0,N,Y,Y,N,Y,f/2015,21,R,"sbs6703S -LHS v/mirror cracked, SGRG",I was approachnig t/light junctn when my bus grazed aagisnt the side of a lorry that ahd stopped at the junctn. No damage to lorry but my LHS mirror cracked. that is all. Veh no of lorry not noted down so had lodge police report.,,,wdssof01,12/1/2015 15:56,,12/1/2015 15:56,,N,229
W01952015,2,SW,12/1/2015,201500248,9/1/2015 10:30,1,upp thomson rd X braddell Rd,upp thomson rd X braddell Rd,1,1,2,2,11,27,2,3,1,70,52,0,0,0,N,Y,Y,N,N,,21,R,"sbs6623P - front NS body panel, H/lamp, side w/screen cracked, HCRG",I was driving alg the centerlane of Upp Thomson Rd twds Thomson Rd. Reaching said jucntn I followed behind a carSFX9269K the t/light began to turn amber from green. It suddenly brake to stop. I swerved to the right to avoid. It was rainingand road surface is wet. It was too late as my front NS hit onto rear OS of said acr. OCC incormed. I was instructed to RTD. No injury. That is all.,,,wdssof01,12/1/2015 9:20,,12/1/2015 9:20,,N,387
E01992015,2,SE,12/1/2015,201500249,9/1/2015 11:10,4,JALAN EUNOS,JALAN EUNOS,1,1,2,2,3,33,1,2,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,NO DMG,I was driving in the bus lane along Jalan Eunos. In front there was road work. Hence I had to filter to the 2nd lane on my right. There was a car ( number unknown) at the rear of my bus. Our vehicles side swipe. There was no damage to both vehicles.vehicles. As there was no damage to the car I did not take down the car numberdriver particulars and photos of the car. After that the driver called the hot line to complain. I did not know who was at fault. No injury. That s all.,,,edsfof02,12/1/2015 9:56,,12/1/2015 9:56,,N,479
E02132015,2,SE,12/1/2015,201500250,9/1/2015 11:45,1,BELOW WOODVILLE FLYOVER,UPPER SERANGOON RD,1,1,1,1,13,33,2,1,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,RIGHT FRONT PORTION DAMAGED,ON 09/01/2015 ABOUT 1145HRS I WAS TRAVELLING ALONG UPPER SERANGOON RD TOWARDS UPPER EAST COAST TERMINAL MY BUS WAS ON THE 4TH LANE WHEN SUDDENLY A LORRY ( YJ5616S) CUT INTO MY LANE AND HIT ONTO MY BUS. BUT THE DRIVER DID NOT STOP AND CARRY ONDRIVING LUCKILY THERE WAS A RED LIGHT I MANAGED TO CAUGHT UP TO HIM AND I CAME DOWN MY BUS TO INFORM HIM THAT HE HAD HIT ONTO MY BUS. HE REFUSED TO GIVE ME HIS DETAILS BUT ONLY GIVEN ME HIS OFFICE NUMBER. I INFORMED EOCC AND TOOK PHOTOS . NO ONEHE REFUSED TO GIVE ME HIS DETAILS I TOOK PHOTOS OF HIS OFFICE NUMBER. I INFORMED EOCC AND TOOK PHOTOS . BEHIND MY BUS WAS ANOTHER SBS BUS (SBS6360Y) HAS CCTV AND WITNESS THAT MY BUS WAS INSIDE MY OWN LANE. NO ONE WAS INJUIRED. THATS ALL,,,edbsrm01,12/1/2015 12:20,,12/1/2015 12:20,,N,723
E02372015,2,SE,13/01/2015,201500251,9/1/2015 18:38,2,At Kembangan Stn b/stop,Jalan Kembangan,1,1,1,1,9,33,2,3,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,"SBS0993K, Left rear damaged",Before I could enter my bus into the said b/stop I noticed that there was illegal park van (GBC4608G) over there. While I passed an illegal park van I check my left v/mirror again discovered that my bus had sideswipe with the said vehicles.Immediately I stopped my bus and assess the damages. The said van sustained damaged on right front bumper. Bus resumed service after exchanged particulars with 3rd party. That’s all.,,10/1- Sat & 11/1- Sun,amoppr10,13/01/2015 11:59,,13/01/2015 11:59,,N,422
E02012015,2,SE,12/1/2015,201500252,9/1/2015 19:15,2,PASIR RIS CENTRAL,PASIR RIS CENTRAL,1,1,1,1,8,33,3,2,5,70,54,0,0,0,N,Y,Y,N,N,,21,R,NO DMG,I was driving along Pasir Ris Central in lane 1 . Suddenly a taxi(SH7890J) side swipe my bus while cutting into my lane from lane 2 on my left side. No injury. That s all.,,,edsfof02,12/1/2015 10:17,,12/1/2015 10:17,,N,171
W02442015,2,SW,13/01/2015,201500254,10/1/2015 0:45,2,BB bus park washing bay,BB bus park washing bay,3,1,1,1,20,47,3,1,5,85,73,0,0,0,N,Y,Y,N,N,,21,R,"sbs8202H - RHS rear v/mirror damage, SGRG",I was waiting for the washing to be completed when the brush hit onto the mirror and damaged it.,,BC reported to Rg on 12/01.,wdssof01,13/01/2015 14:43,,13/01/2015 14:43,,N,96
E02722015,2,SE,14/01/2015,201500269,6/1/2015 20:55,2,Aft Hasanah Mque,Teban Gdn Rd,2,1,1,1,14,33,2,1,5,86,74,0,0,0,N,Y,N,N,Y,NP299,14,R,"SBS7473Z, No damaged",My Rm informed me that someone had lodged complaint against me. The complaint states that on 06/01/2015 ard 2055hrs I was driving bus svc 143 along Teban Gdn Rd when I had applied the brakesI wish to state that I am unaware of this incident as no one approached me during the ride. I am also unaware of other details if the person was injured. I am lodging this report for record purpose. Thats all,,I am unaware of this incident as no one approached me during the ride.,amoppr10,14/01/2015 14:17,,14/01/2015 14:17,,N,398
