201500182,2,SW,22/12/2014 08:15,C,NAF,299,12/1/2015,2,26/01/2015,299,1,,1,"francis thomas drive, outside St Andrews",francis thomas drive,1,1,1,1,7,33,2,1,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,21,"sbs7707A - no damge, HCRG, no cctv",I was driving along alleged place. I did not get involved in any accident. that is all,(M)(N): 3P car alleged sideswipe accident with bus.,bc reported to RG on 08/01. CFMS case,,W02052015,sfalio02,12/1/2015 13:43,sfalio02,5/2/2015 16:39
201500201,2,SW,7/1/2015 13:30,Q,FAF,118,13/01/2015,2,5/2/2015,118,1,,1,boon lay way BS lakeside MRT,boon lay way,1,1,2,2,13,42,2,3,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,23,"sbs6403H - LHS body scratches, rear door damaged, BLRG",I was entering bstop of Lakeside MRT. I noticed a van GX6825M. I cont to proceed in when accidentally I grazed said van. I stopped in the bstop. OCC informed. Pax transferred. Particulars exchanged. I RTD to SLBP. That is all. no injuries.,(M)(Y) : Bus involved in a side swiped accident with 3P van.,,,W01602015,sfalio04,13/01/2015 15:01,sfalio04,5/2/2015 15:58
201500210,2,SW,27/12/2014 10:50,I,FAF,112,13/01/2015,2,27/01/2015,112,1,,1,serangoon interchange,serangoon interchange,3,1,1,1,10,37,3,1,5,85,70,0,0,0,N,Y,Y,N,N,N,N,N,,,14,"sbs6706J - rear LHS panel slight dent,SGRG, cctv",Upon my arrival at SGI all parking lot were occupied. I parked along the driveway near the altar. As I was reversing the rear left panel collided onto the hosereel box causing damage to the hosereel box and my bus. no injuries.,(N)(Y) Bus collided onto structure,"28/12,29/12 off",,W00502015,sfalpr04,13/01/2015 15:33,sfalie01,6/2/2015 8:47
201500214,2,SW,6/1/2015 8:00,Q,FAF,102,13/01/2015,2,9/2/2015,102,1,,1,upp East coast road,upp east coast road,1,1,1,1,4,33,3,3,5,70,52,0,0,0,N,Y,Y,N,N,N,N,N,,,14,"sbs8127S - front RHS no damage, BMRG",Aft passing by B93099 I proceed on. I was on the left lane. Infront I saw a rubbish truck with its hazard lights on so I proceed to change to the right lane. Just nice I entered into said lane suddenly all vehicles infront of me braked.I too braked twice but still my bus collided into the front mini van CB7083C. the vehicle infront it braked because it wanted to turned left into the petrol kiosk on the other side of the road. I alighted and exchange particulars. OCC informed.I cont svc as normal. That is all. no injuries,(N)(Y) Bus collided onto rear of van,,,W01322015,sfalpr04,13/01/2015 15:38,sfalpr04,9/2/2015 10:50
201500215,2,SE,6/1/2015 8:02,Q,FAF,120,13/01/2015,2,9/2/2015,120,1,,3,JALAN EUNOS TRAFFIC JUNCTION,JALAN EUNOS,1,1,1,1,5,27,3,2,1,70,59,0,0,0,N,Y,N,N,N,N,N,N,,,14,NO DMG,I stopped behind a Taxi (SHD101B) at the Jalan Eunos traffic junction. I turned my head to open the box my leg stepping on the brake loosen. I was not aware of it. As a result my bus touched the rear of the taxi. I did not taNo injury. That s all.No injury. That s all,(N)(Y) Bus cpollided onto rear of taxi,Came to make report on 09/01/2015 but did not know time of accident and road name.,,E02422015,sfalpr04,13/01/2015 15:39,sfalad02,9/2/2015 13:51
201500216,2,SE,6/1/2015 9:00,Q,FAF,102,13/01/2015,2,9/2/2015,118,1,,1,BISHAN ST 14 & ST 15 TRAFFIC JUNCTION,BISHAN ST 14,1,1,1,1,6,27,3,2,1,70,52,0,0,0,N,Y,Y,N,Y,N,N,N,,T/2015,14,FRONT DAMAGE,There were about 15 passengers on my bus as I was approaching the traffic light near to bus stop 53269 along Bishan St 14. My bus hit the taxi (SHA4083J) in front. I checked the passengeRs there was a lady (Lay Hoon H/P : 96823263) who hit herchin on the seat in front of her. She declined ambulance and medical attention. At that time there were also two passengers in the taxi. But they were not injured. That s all.,(N)(Y) Bus collided onto rear of taxi,,,E00982015,sfalpr04,13/01/2015 15:40,sfalpr04,9/2/2015 10:50
201500217,2,SW,6/1/2015 10:00,I,FAF,121,13/01/2015,2,9/2/2015,121,1,,1,anchorvale drive,anchorvale drive,2,2,1,1,10,27,2,3,1,86,61,0,1,0,N,Y,Y,N,Y,N,N,N,,f/2015,14,sbs6227a - SKRG,I was on Anchorvale Dr twds Rivervale reaching junctn fo Sengkang East Rd when t/lights turned red. I applied brake. A M/chinese pax abt 80Y whom was seating at the seats that were facing each other fell when I applied brakees.I did not know how he fell but he was conscious. He suffered abrasion on his L/elbow. I helped him up and bandaged his elbow. I asked if he needs med atnn but he refused.,(S)(Y) Pax fell on board,,,W01252015,sfalpr04,13/01/2015 15:41,sfalpr04,9/2/2015 10:49
201500218,2,SW,6/1/2015 11:00,Q,FAF,120,13/01/2015,2,9/2/2015,120,1,,1,Lavendar St aft B07249,Lavendar St,1,1,1,1,2,33,1,1,1,70,59,0,0,0,N,Y,Y,N,N,N,N,N,,,14,"sbs6394A - front w/screen cracked, SGRG",I was stopping at traffic junctn. I did not engage h/brake and released footbrake thus causing the bus to move forward and hit onto the lorry infront of me. That is all,(N)(Y) Bus collided onto rear of lorry,MC on 07/01. Raining on 08/01. BC reported to Rg on 09/01,,W01982015,sfalpr04,13/01/2015 15:43,sfalpr04,9/2/2015 10:49
201500221,2,SW,6/1/2015 14:10,C,FAF,121,13/01/2015,2,6/2/2015,499,1,,1,Junction of Commonwealth  Ave and Hollan,Commonwealth Ave,2,2,1,1,16,27,3,2,1,85,81,0,1,0,N,Y,N,N,Y,N,N,N,,D/2015,14,Bus no damaged. Pax fall on board,On 06/01/2014 at about 14:08 hrs I stopped my bus at bus stop code 11189 for paxs activities along Commonwealth Ave. After paxs activities at about 14:10 hrs I was approaching the junction of Commonwealth Ave and Holland Ave. I noticed the green llight turned yellow. So as normal I gradullay apply my brake. Suddenly I heard a pax loudly told me that a pax has fall on board. So I stopped my bus and approached to assist the pax with helps of his friends to get the seat. I then proceed to thestopped my bus at the next bus stop to checked with this malay female pax and found she sustained left check and lips injuries and she also complained paint in her face. Her name is Aminah Bte Abdullah NRIC:S0789350G 64767016. I report to WOCC.Ambulance SKQ1754G Paramedic - Afidza PA411 arrived and convey,(S)(Y) Pax fell on board,,,W01352015,sfalpr04,13/01/2015 15:45,sfalad02,6/2/2015 14:54
201500222,2,SW,6/1/2015 14:19,Q,FAF,118,13/01/2015,2,6/2/2015,118,1,,1,sims ave,sims ave,1,1,2,2,3,33,2,1,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,14,"sbs8150Z - LHS rear side air vent scratch, SGRG",I was driving when I sideswipe a stationary van parked along the road. that is all,(N)(Y) Bus collided onto van,,,W01202015,sfalpr04,13/01/2015 15:46,sfalpr04,6/2/2015 11:44
201500224,2,SW,6/1/2015 18:30,Q,FAF,118,13/01/2015,1,9/2/2015,118,1,,3,Tuas Rd / Tuas Basin Link,Tuas Rd,1,1,1,1,6,26,2,2,5,70,53,0,0,0,N,Y,N,N,N,N,N,N,,,14,SBS9594U - Right ctr panel scratches ( BLRG ),I was driving my bus along Tuas Rd turning right dir to Tuas Basin Link. And when I saw opp dir no oncoming m/vehicle I then make a right turned & opp dir van GBB8352Y had stopped but due to when turning right my bus encroached over dir laneas a result my bus right ctr body then grazed against the right front corner of said van. I alighted to check took photo at scene 3P was a male indian.Informed WOCC exchange particulars then cont my svc.,(N)(Y) Bus collided onto van,,,W01012015,sfalpr04,13/01/2015 15:49,sfalpr04,9/2/2015 10:48
201500226,2,SW,3/12/2014 12:30,I,NAF,699,13/01/2015,2,6/2/2015,118,1,,1,Anson Rd - Intl Plaza,Anson Road,2,2,4,6,14,42,3,1,2,86,65,0,1,0,N,Y,Y,N,Y,N,N,N,,D/2088,25,SBS6353T - No damaged ( BMRG ),Regarding the CFMS stated  I wish to state that at said b/stop normally there were paxs boarding & alighting but I could not recall abt this incident as nobody had approached me.,(M) (N) : Pax fell on board,I did not report this incident as the pax's did not approached me until Master Hafiz.,,W02402015,sfalio05,13/01/2015 15:51,sfalad02,6/2/2015 9:07
201500230,2,SE,7/1/2015 7:20,Q,NAF,218,13/01/2015,1,5/2/2015,218,1,,1,YCK & HOUGANG AVE 2 TRAFFIC JUNCTION,YCK,1,2,1,1,2,27,2,2,1,71,51,0,1,0,N,Y,Y,N,Y,N,N,N,,T/2015,14,LEFT FRONT SCRATCHES,I approached the YCK & Hougang Ave 2 traffic junction.  The traffic light was green. I noticed a motorcycle stopped at the slip road. As I drove passed the traffic light slightly the motorcycle making a turn. I jammed brake but too late. My bus hitimmediately jammed brake but too late. My bus hit the motorcylist. I stopped the bus and upon checking discovered that both of his hands were bleeding. I assisted the rider to push the motorcyle to the side of the road. He apologised and admitted itdreaming. The rider refused to be conveyed to hospital. I was driving at a slow speed. He willing to pay for my bus damages. That s all.,(N)(N) M/cycle collided with bus,Iworked standby & split shifts (S&T),,E02242015,sfalpr04,13/01/2015 15:54,sfalpr04,5/2/2015 11:50
201500232,2,SW,10/1/2015 12:00,Q,NAF,218,13/01/2015,1,5/2/2015,218,1,,1,Jurong West Ave 1 X Jurong West St 42,Jurong West Ave 1 X Jurong Wes,1,1,1,1,11,27,1,3,1,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,14,"sbs6668K - damage unknown, BLRG",I was driving along J.West Ave 1. I was in the cenerlane as I was going straight. Ony my left was a van GBC5729J that was going to turn left. That lane the van was in can turn left and can go straight. As I was passing over said junctn ofJurong West Ave 1 X Jurong West St 42 I then signalled left to go to the left lane as I need to call at the bstop ahead. While swerving left suddenly I saw said van was at my LHS rear had collided with my rear. I stopped. I alighted to exchangeparticulars. I inform OCC. I cont svc as minor accident. some pax transferred.,(N)(N) Van collided onto bus,,,W02292015,sfalpr04,13/01/2015 15:56,sfalpr04,5/2/2015 14:39
201500233,2,SE,10/1/2015 12:20,Q,FAF,102,13/01/2015,1,5/2/2015,102,1,,9,UPPER CHANGI ROAD,UPPER CHANGI ROAD,1,2,1,1,2,33,1,2,5,70,52,0,1,0,N,Y,Y,N,Y,N,N,N,,T/2015,14,FRONT BUMPER DMG,I was at the filter lane. In front of my bus was a car (SG6848Z). My bus was quite a distance from the car. I turned right to look for  incoming vehicles. When I turned back realised that the car jammed brake. I immediately jammed brake but stillhit the rear of the car. Both of us stopped and I checked on the passengers. Ten minutes later a malay child about 3 to 4 yrs old female complained that there was pain on her right side of her body. Ambulance was activated but did not convey herto hospital. That s all.,(N)(Y) Bus collided onto rear of car,,,E02062015,sfalpr04,13/01/2015 15:58,sfalpr04,5/2/2015 14:57
201500234,2,SW,10/1/2015 14:50,Q,FAF,118,13/01/2015,1,10/2/2015,118,1,,2,Alexandra Rd / Queensway,Queensway,1,1,1,1,2,22,1,1,2,70,54,0,0,0,N,Y,N,N,N,N,N,N,,,14,"SBS6189B - Left rear panel scratches, mudguard bent out ( BMRG )",I was driving my bus coming from Alex Rd turning left into a slip rd dir to Queensway. At the slip I was at the 1st left left comply to ped t/light red light. And infront there were many m/cars queuing awaiting to turn into shopping ctr & when Isaw ped light had turned to green light & infront m/cars still stationary on seeing I then filtered my bus to the extremely right to overtake a stop car SBH3897T in doing so the left rear of my bus grazed against the right rear corner of said car.I alighted to check WOCC informed exchange particulars & cont my svc.,(N)(Y) Bus collided onto car while overtaking,,,W02182015,sfalpr04,13/01/2015 15:59,sfalpr04,10/2/2015 11:50
201500235,2,SW,10/1/2015 19:05,Q,FAF,118,13/01/2015,1,9/2/2015,118,1,,2,Clementi Ave 2 slip rd C'wealth Ave West,Clementi Ave 2 slip rd C'wealt,1,1,1,1,11,22,2,1,5,71,54,0,0,0,N,Y,Y,N,Y,N,N,N,,j/2015,14,"sbs3765H - LHS body scratches, JERG",I was driving alg Clementi ave 2. Upon reaching slip rd twds cwealth Ave West I saw a m/cycleFBB9720L overtook my bus and went ot he left side of the slip rd. I then slowed down at the give way line to wait for traffic to clear onCwealth Ave West. As I was moving off I did not notice the said m/cycle on the left. thus the left side of my bus grazed onto the m/cycle. I stoppedand alighted to check on said m/cyclist. I checked he is not injured. rider was with a pillion.they do not require AMB. Particulars exchanged. OCC informed. PAx transferred. I then OS back to JEI.,(N)(Y) Bus collided onto m/cycle,,,W02212015,sfalpr04,13/01/2015 16:00,sfalpr04,9/2/2015 14:37
201500236,2,SE,10/1/2015 20:15,Q,FAF,118,13/01/2015,1,9/2/2015,118,1,,2,BALESTIER ROAD BUS STOP (7.9KM),BALESTIER ROAD,1,1,1,1,9,42,4,2,5,70,54,0,0,0,N,Y,N,N,N,N,N,N,,,14,NO DMG,As I was leaving the bus stop (7.9km) along balestier road and into the yellow box there was a taxi(number unknown) inside the yellow box obstructing my way. The taxi was stationary in front of the pedestrian crossing. As a result my bus side swipeanother car (SFY4877?). No injury. That s all.,(N)(Y) Bus collided onto car,,,E02102015,sfalpr04,13/01/2015 16:01,sfalpr04,9/2/2015 14:37
201500237,2,SW,11/1/2015 5:10,M,FAF,112,13/01/2015,1,9/2/2015,112,1,,1,HGBP svc 74 p/lot,hougang bus park,3,1,1,1,1,39,4,1,5,70,67,0,0,0,N,Y,Y,N,N,N,N,N,,,14,"sbs6707G - NS rear window glass cracked, HCRG, cctv     sbs9853B, svc74, OS front v/mirror damaged",When driving out I was afraid the front of my bus would hit a stationary bus along the driveway.  While reversing my bus accidentally hit stationary parked bus SBS9583B causing damage to both buses. no injury. that is all,(N)(Y) SBS6707G collided onto SBS9583B,,,W02452015,sfalpr04,13/01/2015 16:02,sfalpr04,9/2/2015 14:36
201500245,2,SE,5/1/2015 16:55,I,FAF,118,14/01/2015,1,10/2/2015,118,1,,3,TAMPINES INT.,TAMPINES INT.,3,1,1,1,3,37,4,1,5,70,67,0,0,0,N,Y,Y,N,N,N,N,N,,,21,NO DMG,I was reversing in Tampines int. when my bus hit another stationary bus (SBS3625D SVC 19) in the parking lot. No injury. That s all.,(M)(Y); Reversing SBS 7306Z collided onto unattended SBS 3625D,,,E01002015,sfalio02,14/01/2015 15:30,sfalio02,10/2/2015 11:20
201500246,2,SE,5/1/2015 20:30,M,FAF,118,14/01/2015,1,10/2/2015,118,1,,3,BEDOK DEPOT REFUEL ISLAND,BEDOK,3,1,1,1,19,36,4,1,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,21,LEFT SIDE EXIT DOOR AND BODY DMG,My bus accidentally side swipe another stationary bus (SBS3829HOS) that was queueing at the refuel island in Bedok Depot. No injury. That s all.,(M)(Y): SBS 8685Y sideswipe SBS 3829H,TAC WAS DOWN ON 02/01/2015 & WEEKEND.,,E02702015,sfalio02,14/01/2015 15:31,sfalio02,10/2/2015 11:19
201500247,2,SW,9/1/2015 9:19,I,FAF,102,14/01/2015,1,10/2/2015,102,1,,1,upp aljunied road,upp aljunied road,1,1,1,2,7,33,1,3,1,70,54,0,0,0,N,Y,Y,N,Y,N,N,N,,f/2015,21,"sbs6703S -LHS v/mirror cracked, SGRG",I was approachnig t/light junctn when my bus grazed aagisnt the side of a lorry that ahd stopped at the junctn. No damage to lorry but my LHS mirror cracked. that is all. Veh no of lorry not noted down so had lodge police report.,(M)(Y): Bus left mirror hit rear of 3P lorry.,,,W02262015,sfalio02,14/01/2015 15:32,sfalio02,10/2/2015 11:23
201500248,2,SW,9/1/2015 10:30,Q,FAF,102,14/01/2015,1,10/2/2015,102,1,,1,upp thomson rd X braddell Rd,upp thomson rd X braddell Rd,1,1,2,2,11,27,2,3,1,70,52,0,0,0,N,Y,Y,N,N,N,N,N,,,21,"sbs6623P - front NS body panel, H/lamp, side w/screen cracked, HCRG",I was driving alg the centerlane of Upp Thomson Rd twds Thomson Rd. Reaching said jucntn I followed behind a carSFX9269K the t/light began to turn amber from green. It suddenly brake to stop. I swerved to the right to avoid. It was rainingand road surface is wet. It was too late as my front NS hit onto rear OS of said acr. OCC incormed. I was instructed to RTD. No injury. That is all.,(M)(Y): Bus hit rear of 3P car.,,,W01952015,sfalio02,14/01/2015 15:33,sfalio02,10/2/2015 11:33
201500249,2,SE,9/1/2015 11:10,Q,FAF,118,14/01/2015,1,10/2/2015,118,1,,4,JALAN EUNOS,JALAN EUNOS,1,1,2,2,3,33,1,2,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,21,NO DMG,I was driving in the bus lane along Jalan Eunos. In front there was road work. Hence I had to filter to the 2nd lane on my right. There was a car ( number unknown) at the rear of my bus. Our vehicles side swipe. There was no damage to both vehicles.vehicles. As there was no damage to the car I did not take down the car numberdriver particulars and photos of the car. After that the driver called the hot line to complain. I did not know who was at fault. No injury. That s all.,(M)(Y): Bus sideswipe 3P car,,,E01992015,sfalio02,14/01/2015 15:34,sfalio02,10/2/2015 11:27
201500250,2,SE,9/1/2015 11:45,C,NAF,218,14/01/2015,1,30/01/2015,218,1,,1,BELOW WOODVILLE FLYOVER,UPPER SERANGOON RD,1,1,1,1,13,33,2,1,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,21,RIGHT FRONT PORTION DAMAGED,ON 09/01/2015 ABOUT 1145HRS I WAS TRAVELLING ALONG UPPER SERANGOON RD TOWARDS UPPER EAST COAST TERMINAL MY BUS WAS ON THE 4TH LANE WHEN SUDDENLY A LORRY ( YJ5616S) CUT INTO MY LANE AND HIT ONTO MY BUS. BUT THE DRIVER DID NOT STOP AND CARRY ONDRIVING LUCKILY THERE WAS A RED LIGHT I MANAGED TO CAUGHT UP TO HIM AND I CAME DOWN MY BUS TO INFORM HIM THAT HE HAD HIT ONTO MY BUS. HE REFUSED TO GIVE ME HIS DETAILS BUT ONLY GIVEN ME HIS OFFICE NUMBER. I INFORMED EOCC AND TOOK PHOTOS . NO ONEHE REFUSED TO GIVE ME HIS DETAILS I TOOK PHOTOS OF HIS OFFICE NUMBER. I INFORMED EOCC AND TOOK PHOTOS . BEHIND MY BUS WAS ANOTHER SBS BUS (SBS6360Y) HAS CCTV AND WITNESS THAT MY BUS WAS INSIDE MY OWN LANE. NO ONE WAS INJUIRED. THATS ALL,(M)(N): 3P lorry sideswipe bus.,,,E02132015,sfalio02,14/01/2015 15:35,sfalad02,6/2/2015 16:04
201500251,2,SE,9/1/2015 18:38,Q,PAF,118,14/01/2015,1,10/2/2015,118,1,,2,At Kembangan Stn b/stop,Jalan Kembangan,1,1,1,1,9,33,2,3,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,21,"SBS0993K, Left rear damaged",Before I could enter my bus into the said b/stop I noticed that there was illegal park van (GBC4608G) over there. While I passed an illegal park van I check my left v/mirror again discovered that my bus had sideswipe with the said vehicles.Immediately I stopped my bus and assess the damages. The said van sustained damaged on right front bumper. Bus resumed service after exchanged particulars with 3rd party. That’s all.,(M)(Y): Bus sideswipe 3P lorry.,10/1- Sat & 11/1- Sun,,E02372015,sfalio02,14/01/2015 15:36,sfalio02,10/2/2015 11:26
201500252,2,SE,9/1/2015 19:15,Q,NAF,218,14/01/2015,1,10/2/2015,118,1,,2,PASIR RIS CENTRAL,PASIR RIS CENTRAL,1,1,1,1,8,33,3,2,5,70,54,0,0,0,N,Y,Y,N,N,N,N,N,,,21,NO DMG,I was driving along Pasir Ris Central in lane 1 . Suddenly a taxi(SH7890J) side swipe my bus while cutting into my lane from lane 2 on my left side. No injury. That s all.,(M)(N): 3P taxi sideswipe bus.,,,E02012015,sfalio02,14/01/2015 15:38,sfalio02,10/2/2015 11:34
