"18","60","REAR BEING HIT","U","SFALMG01","21/06/2001 12:06","",""
"18","61","FALL ON BOARD (DUE TO ABRUPT BRAKING)","U","SFALMG01","21/06/2001 12:06","",""
"18","62","FALL ON BOARD (WHILE TURNING)","U","SFALMG01","26/06/2001 17:31","",""
"18","63","FALL WHILE BOARDING","U","SFALMG01","26/06/2001 17:31","",""
"18","64","FALL WHILE ALIGHTING","U","SFALMG01","26/06/2001 17:31","",""
"18","65","TRAPPED BY DOOR","U","SFALMG01","26/06/2001 17:31","",""
"18","66","NO CONTACT","U","SFALMG01","26/06/2001 17:31","",""
"18","67","REVERSING","U","SFALEX01","10/07/2002 10:55","",""
"18","68","PEDESTRIAN","U","SFALEX01","10/07/2002 13:26","",""
"18","69","CYCLIST","U","SFALEX01","12/07/2002 13:22","",""
"18","70","REVERSING (COLLIDED WITH STATIC OBJECTS)","U","SFALEX01","25/04/2006 11:33","",""
"18","71","COLLISION WITH STATIC PROPERTY","I","TSSPROD","24/04/2007 08:43","",""
"18","72","HIT BY FOREIGN OBJECT","U","SFALEX05","22/08/2007 10:18","",""
"18","73","SIDE SWIPE - COLLIDED WITH STATIC OBJECT","U","SFALEX05","22/08/2007 10:18","",""
"18","74","INJURY ON BOARD","U","SFALEX05","27/08/2007 15:03","",""
"18","75","REVERSING (BY 3RD PARTY VEHICLE)","U","SFALEX05","27/08/2007 15:03","",""
"18","76","INCIDENT NO CONTACT WITH BUS","U","SFALEX05","26/09/2007 17:34","",""
"18","77","HIT BY LEFT VIEW MIRROR AT BUS STOP","U","SFALEX05","07/11/2007 17:10","",""
"18","78","FALL ON BOARD","U","SFALEX05","31/01/2008 10:27","",""
"18","79","FALL ON BOARD (DUE TO ILLNESS)","U","SFALEX05","18/02/2008 15:52","",""
"18","80","ILLNESS ON BOARD","U","SFALEX05","19/02/2008 10:30","",""
"18","81","FALL ON BOARD (ON THEIR OWN)","U","SFALEX05","19/02/2008 10:30","",""
"18","82","HIT BY DOOR","U","SFALEX05","19/02/2008 10:43","",""
"18","83","HIT BRANCHES OR FALLEN TREE","U","SFALEX08","14/04/2009 10:21","",""
"19","70","VEHICLE","U","TSSPROD","03/02/1998 10:18","",""
"19","71","MOTOR-CYCLE/SCOOTER","U","TSSPROD","03/02/1998 10:18","",""
"19","72","BICYCLE","U","TSSPROD","03/02/1998 10:18","",""
"19","73","PEDESTRIAN","U","TSSPROD","03/02/1998 10:18","",""
"19","74","ANIMAL","U","TSSPROD","03/02/1998 10:18","",""
"19","75","LAMP POST","U","TSSPROD","03/02/1998 10:18","",""
"19","76","TRAFFIC LIGHT","U","TSSPROD","03/02/1998 10:18","",""
"19","77","ROAD SIGN","U","TSSPROD","03/02/1998 10:18","",""
"19","78","BUS STOP POLE","U","TSSPROD","03/02/1998 10:18","",""
"19","79","BUS STOP SHELTER","U","TSSPROD","03/02/1998 10:18","",""
"19","80","TREE","U","TSSPROD","03/02/1998 10:18","",""
"19","81","BUILDING/CONCOURSE","U","TSSPROD","03/02/1998 10:18","",""
"19","82","KERB/ROAD DIVIDER","U","TSSPROD","03/02/1998 10:18","",""
"19","83","UNKNOWN OBJECT","U","TSSPROD","03/02/1998 10:18","",""
"19","84","GLASS VERGE","U","TSSPROD","03/02/1998 10:18","",""
"19","85","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"19","86","CUSTOMER","U","TSSPROD","03/02/1998 10:18","",""
"19","87","FENCING/RAILING/RETENTION WALL/BOLLARD/VIG","U","TSSPROD","03/02/1998 10:18","",""
"19","88","ROAD FURNITURE","U","TSSPROD","03/02/1998 10:18","",""
"19","89","FALLING OBJECT","U","TSSPROD","03/02/1998 10:18","",""
"19","90","FLYING OBJECT","U","TSSPROD","03/02/1998 10:18","",""
"19","91","MIN-FENCING/RAILING/RETENTION WALL/BOLLARD/VIG","U","SFALEX08","04/11/2008 20:49","",""
"20","1","MERCEDES S.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","10","VOLVO 3 AXLES D.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","11","OLYMPIAN 3 AXLES D.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","12","LEYLAND D.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","13","DENNIS DART S.D. A/C","U","TSSPROD","03/02/1998 10:18","",""
"20","14","DENNIS TRIDENT","U","SFALEX01","26/07/2001 16:47","",""
"20","15","Volvo B9TL, DD, AC, 3 Axle","U","SFALEX05","25/04/2008 11:05","",""
"20","16","Scania KUB4X2, SD, AC, 2 Axle","U","SFALEX05","25/04/2008 11:05","",""
"20","17","Volvo B10BLE-CNG, SD, AC, 2 Axle","U","SFALEX08","27/02/2009 09:54","",""
"20","18","Volvo B9TL Eu5, DD, AC, 3 Axle (Wright)","U","SFALEX11","14/01/2011 16:30","",""
"20","19","Sunlong SLK6121UF14H, SD,AC, 2","U","SFALEX11","12/05/2011 16:32","",""
"20","2","MERCEDES S.D. A/C","U","TSSPROD","03/02/1998 10:18","",""
"20","20","Mercedes Benz 0530 Citaro, SD, AC, 2 Axle","U","SFALEX11","30/05/2011 11:23","",""
"20","21","SCANIA KUD6X2, DD, DC, 3 AXLE","U","SFALEX11","12/07/2011 11:12","",""
"20","3","VOLVO S.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","4","VOLVO S.D. A/C","U","TSSPROD","03/02/1998 10:18","",""
"20","5","NISSAN S.D. A/C","U","TSSPROD","03/02/1998 10:18","",""
"20","6","SCANIA S.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","7","ALANTEAN D.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","8","MERCEDES D.D.","U","TSSPROD","03/02/1998 10:18","",""
"20","9","VOLVO D.D.","U","TSSPROD","03/02/1998 10:18","",""
"21","101","INATTENTIVE","U","TSSPROD","03/02/1998 10:18","",""
"21","102","TRAVELLING TOO CLOSE TO VEHICLE INFRONT","U","TSSPROD","03/02/1998 10:18","",""
"21","103","FAILING TO COMPLY WITH TRAFFIC SIGN OR SIGNAL","U","TSSPROD","03/02/1998 10:18","",""
"21","104","FAILING TO GIVE WAY TO TRAFFIC WITH RIGHTS OF WAY","U","TSSPROD","03/02/1998 10:18","",""
"21","105","FAILING TO KEEP TO PROPER LANE","U","TSSPROD","03/02/1998 10:18","",""
"21","106","OVERTAKING IMPROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","107","OVERTAKING DANGEROUSLY OR AT A FAST SPEED","U","TSSPROD","03/02/1998 10:18","",""
"21","108","PULLING OUT FROM BUS BAY W/O REGARD TO TRFFIC","U","TSSPROD","03/02/1998 10:18","",""
"21","109","SPEEDING","U","TSSPROD","03/02/1998 10:18","",""
"21","110","TURNING AT A FAST SPEED","U","TSSPROD","03/02/1998 10:18","",""
"21","111","TURNING W/O DUE CARE","U","TSSPROD","03/02/1998 10:18","",""
"21","112","REVERSING NEGLIGENTLY","U","TSSPROD","03/02/1998 10:18","",""
"21","113","FAILING TO GIVE OR GIVING INDISTINCT INCORRECT SIGNALS","U","TSSPROD","03/02/1998 10:18","",""
"21","114","FATIGUE/ILLNESS","U","TSSPROD","03/02/1998 10:18","",""
"21","115","OPENING DRIVER'S DOOR AND HITTING OTHER VEHICLES","U","TSSPROD","03/02/1998 10:18","",""
"21","116","UNDER THE INFLUENCE OF ALCOHOL/DRUG","U","TSSPROD","03/02/1998 10:18","",""
"21","117","BUS DRIVER'S VIEW OBSTRUCTED","U","TSSPROD","03/02/1998 10:18","",""
"21","118","ERROR IN JUDGEMENT OR NEGLIGENCE","U","TSSPROD","03/02/1998 10:18","",""
"21","119","DRIVING OFF BUS BEFORE COMMUTER COULD SAFELY BOARD/ALIGHT","U","TSSPROD","03/02/1998 10:18","",""
"21","120","FAILING TO APPLY PROPER HANDBRAKE","U","TSSPROD","03/02/1998 10:18","",""
"21","121","APPLYING SUDDEN/ABRUPT BRAKE","U","TSSPROD","03/02/1998 10:18","",""
"21","122","CLOSING/OPENING DOOR AND TRAPPING COMMUTERS","U","TSSPROD","03/02/1998 10:18","",""
"21","123","FAILING TO CLOSE ENTRANCE/EXIT DOOR","U","TSSPROD","03/02/1998 10:18","",""
"21","124","ENGAGING WRONG GEAR","U","TSSPROD","03/02/1998 10:18","",""
"21","125","FAILING TO STOP BUS AT BUS BAY/STOP PROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","126","OPEN DOORS BEFORE BUS STOPPED PROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","127","FAILING TO GIVE WAY TO PEDESTRIAN","U","TSSPROD","03/02/1998 10:18","",""
"21","128","FAILING TO ENSURE IT IS SAFE BEFORE CROSSING JUNCTION","U","TSSPROD","03/02/1998 10:18","",""
"21","129","FAILING TO SLOW DOWN WHEN CROSSING HUMP","U","TSSPROD","03/02/1998 10:18","",""
"21","130","CHANGING LANE IMPROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","131","ALLOW BUS TO CREEP WHEN CUSTOMERS STILL BOARDING/ALIGHTING","U","TSSPROD","03/02/1998 10:18","",""
"21","132","FAILED TO GIVE WAY TO REVERSING BUSES","U","TSSPROD","03/02/1998 10:18","",""
"21","133","FAILING TO KEEP A PROPER LOOKOUT","U","TSSPROD","03/02/1998 10:18","",""
"21","134","INCONSIDERATE/CARELESS DRIVING","U","TSSPROD","03/02/1998 10:18","",""
"21","135","DANGEROUS/RECKLESS DRIVING","U","TSSPROD","03/02/1998 10:18","",""
"21","136","CUSTOMER  FELL ONBOARD DUE TO JERKING AT BUS STOP","U","TOTSSU01","31/03/1998 14:18","",""
"21","137","CUSTOMER FELL ONBOARD DUE TO FAST TURNING","U","TOTSSU01","31/03/1998 14:24","",""
"21","138","FAILING TO COMPLY WITH JUNCTION DRILL","U","SFALEX08","25/03/2009 13:18","",""
"21","139","FAILING TO COMPLY WITH BUS STOP DRILL","U","SFALEX08","25/03/2009 13:19","",""
"21","199","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"21","201","INATTENTIVE","U","TSSPROD","03/02/1998 10:18","",""
"21","202","TRAVELLING TOO CLOSE TO VEHICLE INFRONT","U","TSSPROD","03/02/1998 10:18","",""
"21","203","FAILING TO COMPLY WITH TRAFFIC SIGN OR SIGNAL","U","TSSPROD","03/02/1998 10:18","",""
"21","204","FAILING TO GIVE WAY TO TRAFFIC WITH RIGHTS OF WAY","U","TSSPROD","03/02/1998 10:18","",""
"21","205","FAILING TO KEEP TO PROPER LANE","U","TSSPROD","03/02/1998 10:18","",""
"21","206","OVERTAKING IMPROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","207","OVERTAKING DANGEROUSLY OR AT A FAST SPEED","U","TSSPROD","03/02/1998 10:18","",""
"21","208","PULLING OUT FROM BUS BAY W/O REGARD TO TRFFIC","U","TSSPROD","03/02/1998 10:18","",""
"21","209","SPEEDING","U","TSSPROD","03/02/1998 10:18","",""
"21","210","TURNING AT A FAST SPEED","U","TSSPROD","03/02/1998 10:18","",""
"21","211","TURNING W/O DUE CARE","U","TSSPROD","03/02/1998 10:18","",""
"21","212","REVERSING NEGLIGENTLY","U","TSSPROD","03/02/1998 10:18","",""
"21","213","FAILING TO GIVE OR GIVING INDISTINCT INCORRECT SIGNALS","U","TSSPROD","03/02/1998 10:18","",""
"21","214","FATIGUE/ILLNESS","U","TSSPROD","03/02/1998 10:18","",""
"21","215","OPENING DRIVER'S DOOR AND HITTING OTHER VEHICLES","U","TSSPROD","03/02/1998 10:18","",""
"21","216","UNDER THE INFLUENCE OF ALCOHOL/DRUG","U","TSSPROD","03/02/1998 10:18","",""
"21","217","BUS DRIVER'S VIEW OBSTRUCTED","U","TSSPROD","03/02/1998 10:18","",""
"21","218","ERROR IN JUDGEMENT OR NEGLIGENCE","U","TSSPROD","03/02/1998 10:18","",""
"21","219","DRIVING OFF BUS BEFORE COMMUTER COULD SAFELY BOARD/ALIGHT","U","TSSPROD","03/02/1998 10:18","",""
"21","220","FAILING TO APPLY PROPER HANDBRAKE","U","TSSPROD","03/02/1998 10:18","",""
"21","221","APPLYING SUDDEN/ABRUPT BRAKE","U","TSSPROD","03/02/1998 10:18","",""
"21","222","CLOSING/OPENING DOOR AND TRAPPING COMMUTERS","U","TSSPROD","03/02/1998 10:18","",""
"21","223","FAILING TO CLOSE ENTRANCE/EXIT DOOR","U","TSSPROD","03/02/1998 10:18","",""
"21","224","ENGAGING WRONG GEAR","U","TSSPROD","03/02/1998 10:18","",""
"21","225","FAILING TO STOP BUS AT BUS BAY/STOP PROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","226","OPEN DOORS BEFORE BUS STOPPED PROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","227","FAILING TO GIVE WAY TO PEDESTRIAN","U","TSSPROD","03/02/1998 10:18","",""
"21","228","FAILING TO ENSURE IT IS SAFE BEFORE CROSSING JUNCTION","U","TSSPROD","03/02/1998 10:18","",""
"21","229","FAILING TO SLOW DOWN WHEN CROSSING HUMP","U","TSSPROD","03/02/1998 10:18","",""
"21","230","CHANGING LANE IMPROPERLY","U","TSSPROD","03/02/1998 10:18","",""
"21","231","ALLOW BUS TO CREEP WHEN CUSTOMERS STILL BOARDING/ALIGHTING","U","TSSPROD","03/02/1998 10:18","",""
"21","232","FAILED TO GIVE WAY TO REVERSING BUSES","U","TSSPROD","03/02/1998 10:18","",""
"21","233","FAILING TO KEEP A PROPER LOOKOUT","U","TSSPROD","03/02/1998 10:18","",""
"21","234","INCONSIDERATE/CARELESS DRIVING","U","TSSPROD","03/02/1998 10:18","",""
"21","235","DANGEROUS/RECKLESS DRIVING","U","TSSPROD","03/02/1998 10:18","",""
"21","236","FAILED TO SECURE GOODS/CARGO ONBOARD","U","TSSPROD","03/02/1998 10:18","",""
"21","299","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"21","301","CROSSING THE ROAD HEEDLESS OF TRAFFIC","U","TSSPROD","03/02/1998 10:18","",""
"21","302","CROSSING INTERSECTION AGAINST SIGNAL","U","TSSPROD","03/02/1998 10:18","",""
"21","303","FAILING TO USE PROPER PEDESTRIAN CROSSING","U","TSSPROD","03/02/1998 10:18","",""
"21","304","PLAYING ON THE ROAD","U","TSSPROD","03/02/1998 10:18","",""
"21","305","SLIPPING OR FALLING","U","TSSPROD","03/02/1998 10:18","",""
"21","306","WALKING OR RUNNING OUT INFRONT OF OR BEHIND A VEHICLE","U","TSSPROD","03/02/1998 10:18","",""
"21","307","AT WORK ON THE ROAD W/O PROPER SIGN","U","TSSPROD","03/02/1998 10:18","",""
"21","308","SUDDEN ILLNESS","U","TSSPROD","03/02/1998 10:18","",""
"21","309","PHYSICAL INFIRMITY","U","TSSPROD","03/02/1998 10:18","",""
"21","310","UNDER THE INFLUENCE OF ALCOHOL/DRUG","U","TSSPROD","03/02/1998 10:18","",""
"21","311","ERROR IN JUDGEMENT OR NEGLIGENCE","U","TSSPROD","03/02/1998 10:18","",""
"21","312","JAYWALKER","U","TSSPROD","03/02/1998 10:18","",""
"21","313","TRESPASSER","U","TSSPROD","03/02/1998 10:18","",""
"21","399","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"21","401","FALLING OR SLIPPING WHILST ALIGHTING/BOARDING A BUS","U","TSSPROD","03/02/1998 10:18","",""
"21","402","FAILING TO SECURE A FIRM GRIP ONBOARD A BUS","U","TSSPROD","03/02/1998 10:18","",""
"21","403","PUSHING BY OTHER COMMUTERS","U","TSSPROD","03/02/1998 10:18","",""
"21","404","PHYSICAL INFIRMITY","U","TSSPROD","03/02/1998 10:18","",""
"21","405","SUDDEN ILLNESS","U","TSSPROD","03/02/1998 10:18","",""
"21","406","UNDER THE INFLUENCE OF DRINK/DRUG","U","TSSPROD","03/02/1998 10:18","",""
"21","407","SLEEPING ONBOARD BUS","U","TSSPROD","03/02/1998 10:18","",""
"21","408","FALLING WHILST CHANGING SEAT","U","TSSPROD","03/02/1998 10:18","",""
"21","409","BOARDING THROUGH EXIT DOOR","U","TSSPROD","03/02/1998 10:18","",""
"21","410","NATURAL DEATH","U","TSSPROD","03/02/1998 10:18","",""
"21","411","OBSTRUCTED ENTRANCE/EXIT DOORS","U","TSSPROD","03/02/1998 10:18","",""
"21","499","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"21","501","DEFECTIVE BRAKES","U","TSSPROD","03/02/1998 10:18","",""
"21","502","DEFECTIVE STEERING","U","TSSPROD","03/02/1998 10:18","",""
"21","503","TYRE EXPLODED","U","TSSPROD","03/02/1998 10:18","",""
"21","504","WHEELS DISLODGED","U","TSSPROD","03/02/1998 10:18","",""
"21","505","SKIDDING DUE TO BALD/DEFECTIVE TYRES","U","TSSPROD","03/02/1998 10:18","",""
"21","506","DEFECTIVE LIGHTING","U","TSSPROD","03/02/1998 10:18","",""
"21","507","UNATTENDED BUS ROLLING AWAY DUE TO DEFECTIVE HAND BRAKE","U","TSSPROD","03/02/1998 10:18","",""
"21","508","DEFECTIVE WIPERS","U","TSSPROD","03/02/1998 10:18","",""
"21","509","WINDOW GLASS/WINDSCREEN SHATTERED ITSELF","U","TSSPROD","03/02/1998 10:18","",""
"21","510","ENGINE STALLS","U","TSSPROD","03/02/1998 10:18","",""
"21","511","HAND STRAP BROKEN","U","TSSPROD","03/02/1998 10:18","",""
"21","512","PROTRUDED OBJECT ON BOARD","U","TSSPROD","03/02/1998 10:18","",""
"21","599","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"21","601","INADEQUATE STREET LIGHTING","U","TSSPROD","03/02/1998 10:18","",""
"21","602","RESTRICTED VIEW AT CORNER","U","TSSPROD","03/02/1998 10:18","",""
"21","603","NARROW ROAD","U","TSSPROD","03/02/1998 10:18","",""
"21","604","DRY SLIPPERY ROAD SURFACE","I","TSSPROD","03/02/1998 10:18","",""
"21","605","WET SLIPPERY ROAD SURFACE","U","TSSPROD","03/02/1998 10:18","",""
"21","606","OIL PATCH ON ROAD","U","TSSPROD","03/02/1998 10:18","",""
"21","607","ANIMAL OR OTHER OBJECTS ON ROAD","U","TSSPROD","03/02/1998 10:18","",""
"21","608","DANGEROUSLY PLACED VEHICLE","U","TSSPROD","03/02/1998 10:18","",""
"21","609","REPAIRS ON THE ROAD W/O ADEQUATE WARNING SIGNS","U","TSSPROD","03/02/1998 10:18","",""
"21","610","POTHOLES ON THE ROAD/UNEVEN ROAD","U","TSSPROD","03/02/1998 10:18","",""
"21","611","HIT BY FALLEN TREES","U","TSSPROD","03/02/1998 10:18","",""
"21","612","POOR VISIBILITY DUE TO RAIN/MIST ETC","U","TSSPROD","03/02/1998 10:18","",""
"21","613","GLARING SUN","U","TSSPROD","03/02/1998 10:18","",""
"21","614","LOW HANGING TREE BRANCHES","U","TSSPROD","03/02/1998 10:18","",""
"21","615","DEFECTIVE TRAFFIC LIGHT","U","TSSPROD","03/02/1998 10:18","",""
"21","699","OTHERS","U","TSSPROD","03/02/1998 10:18","",""
"21","777","NO CAUSES OR UNKNOWN","U","TSSPROD","03/02/1998 10:18","",""
"22","1","ROSS CHOONG","I","TSSPROD","03/02/1998 10:18","HLTAN","22/09/2014 00:00"
"22","11","HENRY KHAW","I","SFALEX05","27/09/2007 10:55","HLTAN","22/09/2014 00:00"
"22","12","LAM WEI JIE","I","SFALEX05","04/02/2008 17:54","HLTAN","22/09/2014 00:00"
"22","14","ANDREW GOH POH LEONG","U","SFALEX08","06/10/2008 09:01","HLTAN","22/09/2014 00:00"
"22","15","LUKE GOH","I","SFALEX08","04/12/2008 09:07","HLTAN","22/09/2014 00:00"
"22","16","DAMIEN LIM MENG TING","I","SFALEX08","16/02/2009 10:05","HLTAN","22/09/2014 00:00"
"22","17","NOEL CHIAN YIN LOONG","I","SFALEX08","16/02/2009 10:05","HLTAN","22/09/2014 00:00"
"22","18","JOSHUA LEO CHIN THYE","I","SFALEX08","12/04/2010 17:49","HLTAN","22/09/2014 00:00"
