"E58622014","02","SE","08/09/2014","201404011","06/09/2014 16:55","2","LORONG 6 TOA PAYOH","LORONG 6 TOA PAYOH","3","1","1","1","4","33","2","2","5","70","54","0","0","0","N","Y","N","N","N","","26","R","SBS5090H NO DAMAGE (TPRG) CAM ON BOARD ATTENDED S&S ON SERVICE","As I was approaching the traffic light along lorong 6 Toa Payoh wanting to turn right into Toa Payoh Int. my bus side swipe another stationary bus(SBS8886J SVC 59) on my left side. No injury. That s all.","","","EDSFOF02","08/09/2014 14:23","EDBDAM04","12/09/2014 12:29","","Y"
"W60482014","02","SW","17/09/2014","201404082","16/09/2014 06:05","3","HG depot, near main gate guard post","hg depot","3","1","1","1","1","36","3","2","1","85","58","0","0","0","N","Y","Y","N","N","","14","R","sbs2599C -front w/screen cracked SGRG,cctv","while i was at the main gate waiting for t/light my colleague BC61453 walked passed me. We waved at ea other. He played a joke by pulling the front RHS w/screen wiper upright. I signalled to him to put it back. He released the wiper and I moved off. I did not noticed anyhting unusual and I cont. Aft 2 trips I noticed crackes on the front w/screen. I wish to highlight that the crack may not be caused by my colleague as I did not check aft the morning incident. furthermore svc 100 route has many unknown road debris along the road due to construction sites and road works.","","bc reported on 16/09/2014","WDSSOF01","17/09/2014 10:33","SFALPR04","18/09/2014 11:08","","Y"
"W61012014","02","SW","19/09/2014","201404122","15/09/2014 09:54","3","2nd bs aft 10km, upp thomson rd","upp thomson road","2","1","1","1","7","42","2","3","5","86","58","0","0","0","N","Y","Y","N","N","","14","R","sbs9654E - HCRG, no cctv","Ref: Walk in complaint at AMK I did not encounter pax fell off their seats and furthermore during incident time as provided by complainant my bus direction was twds Hougang. no injury. that is all","","bc reported on 17/092/2014","WDSSOF01","19/09/2014 15:30","SFALPR04","22/09/2014 14:10","","Y"
"W61382014","02","SW","23/09/2014","201404176","19/09/2014 22:00","2","Infront of Hse No 745","Mountbatten Road","2","2","1","1","15","33","3","3","5","86","61","0","1","0","N","Y","N","N","Y","D/2001","14","R","SBS7484S - No damaged ( CLRG ) Cam Onboard","Aft paxs activities at b/bay 20.3 KM along Mountbatten Rd I moved off & was travelling along 1st left inner lane. I was looking on the left & right & nobody standing onboard. When suddenly I saw a stopped van PA6058A at roadside as my bus was approaching saw said van I then applied E-brake to prevent collision as a result a female pax Japanese to fell onboard my bus. Later I saw said van was reversing I horned & said van stopped. I make a check with her whether she injured need medical attention. She complained on her rightside chest & body were pain. WOCC informed to activiate amb. Aft she being attended to by Paramedic the injury refused to be convey to hosp. as the boss of said van staying No 745 offered to sent her to hosp to Gleneagles Hosp. later MTI & IO arr. Paxs left & *","","* aft IO had interiew I then RTD to BBBP.","JRADAA01","23/09/2014 09:00","SFALPR04","24/09/2014 14:06","","Y"
"W61802014","02","SW","24/09/2014","201404229","22/09/2014 11:00","1","sengkang central twds PGI","punggol slip sengkang central","1","1","1","1","12","22","3","1","1","70","54","0","0","0","N","Y","Y","N","Y","T/4099","26","R","sbs6469T - L/mirror damaged (SKRG, cctv)","I was driving beside a heavy vehicle carrying block of Vshaped walls w/ metal rods sticking out. I was on the most left lane when said vehicle turned into slip road on the left. I stopped behind it as t/light red. Once green said vehicle completedits turn. I moved off slowly. However said vehicle stopped and now his V walls are sticking out into my lane. I couldnt avoid so I turned my bus more to the right but still it hit my L/mirror causing damaged. the vehicle drove off. I am unsure if said vehicle driver was aware of such accident. I waited for CRS.","","bc reported on 23/09/2014","WDSSOF01","24/09/2014 16:31","EDBDAM04","29/09/2014 09:51","","Y"
"W55582014","02","SW","25/08/2014","201404249","18/08/2014 06:06","3","HCI driveway","Hougang central interchange","3","1","1","1","1","37","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs3358A - OS rear side body damaged, side signal light cover broken(HCRG) cctv sbs8135T,svc27,nearside rear corner panel scratches","On the said date and time I was driving my bus turning at the corner along  the driveway accidentally the offside rear side body panel grazed against the stationary parked bus SBS8135T at the no parking area. As a result the offside rear right sidepanel sustains damaged and side signal cover sustains broken. The nearside rear corner panel of the stationary parked bus sustains scratches. No injury. Thats all.","","BC reported on 20/08/2014","WDSSOF01","25/08/2014 08:41","SFALIO04","30/09/2014 14:05","","Y"
"W55592014","02","SW","25/08/2014","201404249","18/08/2014 06:00","1","HCI opp alighting berth(no parknig area)","hougang central interchange","3","1","1","1","1","37","3","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs8135T - Ns rear bumpercracked, rear left panel scratches(HCRG) cctv sbs3385A,svc161,w/5558/2014","I arrived at HCI and unable to locate the parking lot and temp parked at the no parking area. I go to PSO counter to tap my duty arrival time. Aft tapping departure time and went to no aprking area to collect my bus. I noticed that the NS rear corner panel of my bus was grazed by SBS3358A. No injury. That is all","","BC reported on 20/08/2014","WDSSOF01","25/08/2014 08:51","SFALIO04","30/09/2014 14:05","","Y"
"E63302014","02","SE","02/10/2014","201404290","27/09/2014 10:10","3","TAMPINES AVE 7 BUS STOP 19.6 KM","TAMPINES AVE 7","2","1","1","1","9","42","4","2","5","86","82","0","0","0","N","Y","N","N","Y","NP299","14","R","SBS8606B NO DAMAGE(TMRG) CAM ON BOARD ATTENDED S&S  ON SERVICE","I stopped at a bus stop along Tampines Ave 7. Just before closing the doors suddenly there was an elderly uncle who came up the bus. He was very abrupt and last minute. As he tried to get into the bus the doors brushed against the elbows.No visibleinjury on him. Not able to communicate with him as I was driving. When arrived at the Tampines Int. I checked with the uncle and he told me he was fine and did not require any medical attention. On 01/10/2014 I was informed of a complaint by the uncle s son. That s all. /*G/20141001/2050*/","","","EDSFOF02","02/10/2014 10:19","SFALPR04","02/10/2014 10:29","","Y"
"W64462014","02","SW","09/10/2014","201404443","27/09/2014 11:50","4","HG ave 9 bstop","hougang ave 9","2","1","1","1","9","42","3","1","1","86","65","0","0","0","N","Y","Y","N","Y","f/2141","14","R","sbs2608K - SKRG, no cctv","I was attending to pax act at said bstop. Aft checking rear door clear I close it. There were 03 pax who just boarded aft checking I close front door. suddenly the closing doorair sound was cut off. I realised there were 02 pax 01 F/paxmother and a child stuck in btwn the front door. I opened the door and went to render 1st aid. I started apologising. As both pax were non-Chinese speaking I believe they understood the word sorry. I observed no injuries on them. The mother also apologised but I dont know what she meant. There was no sign of unhappiness shown by the pax at point of incident.","","bc reported to RG on 09/10/2014. rcvd claims email on 09/10","WDSSOF01","09/10/2014 13:47","SFALPR04","13/10/2014 15:14","","Y"
"W65092014","02","SW","13/10/2014","201404504","01/10/2014 10:00","1","Bus Bay 3.6 KM - aft Bilcon Ind","Jurong Pier Rd","2","1","1","1","4","42","3","1","5","86","58","0","0","0","N","Y","N","N","N","","14","R","SBS9570M - No damaged ( BLRG ) No Cam","Pax complained that she & her 2 yrs old son ( last 2 persons ) when alighting from the bus at exit door. The exit door was in the midst of closing when they were at the exit door steps.  Complainants  shouted to alert at BC & BC re-opened the door and bus still moving when they were alighting.  I wish to say that on 01/10/2014 my bus was stationary stopped at bus bay 3.6 KM JR Pier Rd I did not closed the exit door when they alighting I also did not heard the complainants shouted at me.bothof them alighted & looked at me & didnt say anything I then left said b/stop until Fri Master Allan informed me abt the CFMS.","","BLRG  - CFMS 2014-Oct/0588","JRADAA01","13/10/2014 13:47","SFALPR04","17/10/2014 14:04","","Y"
"E66132014","02","SE","17/10/2014","201404645","05/06/2014 08:20","1","KIM TIAN RD & JLN BT MERAH JUNCTION","KIM TIAN RD & JLN BT MERAH JUN","1","1","1","1","5","25","2","2","1","70","54","0","0","0","N","Y","N","N","N","","26","R","SBS6433X NO DAMAGED (BSRG) CAM ON BOARD ATTENDED S&S ON SERVICE","On 16/10/2014 I was informed by my Route Master that there was a claim regarding an accident on 05/06/2014. The claims was about a car (SGX8150M) side swipe with my bus at the junction of Kim Tian Road and Jalan bukit Merah. I not aware that there was such an accident happened on that day. No injury. That s all.","","I was informed yesterday only.","EDSFOF02","17/10/2014 15:00","EDBDAM04","27/10/2014 15:05","","Y"
"W67702014","02","SW","27/10/2014","201404666","09/10/2014 18:13","3","Tamp ave 10, B75351","tampines ave 10","2","1","1","1","15","42","2","3","5","86","82","0","0","0","N","Y","Y","N","N","","14","R","sbs6607L- HCRG, cctv","cfms/2014/oct/0986: I was attending to pax act at said bstop. My bus was fully packed to the entrance door. I then sounded out that I will be closing the entrance door. I waited a few secs and start to press the button to close the ent door but it open back. I then checked what happened. a M/chinese pax abt 30Y mentioned the door hit him. I did not apologise as I noticed he was nt injured. Furthermore he did not say that he was injured. I cont svc. no injury. that is all","","bc rprted to RG on 21/10/2014","WDSSOF01","27/10/2014 14:26","SFALPR04","28/10/2014 11:22","","Y"
"E66892014","02","SE","21/10/2014","201404669","21/10/2014 05:22","1","TOA PAYOH INT.","TOA PAYOH INT.","3","1","1","1","1","37","4","1","5","70","60","0","0","0","N","Y","Y","N","N","","14","R","SBS8509Z REAR DAMAGE(TPRG) CAM ON BOARD ATTENDED S&S OFF SERVICE","My bus was stationary at the parking lot in Toa Payoh Int. when my rear was hit by another bus (SBS8409D). The latter was moving out to start work. No injury. That s all.","","","EDSFOF02","21/10/2014 16:55","SFALPR04","28/10/2014 11:28","","N"
"E67142014","02","SE","23/10/2014","201404669","21/10/2014 05:22","1","TOA PAYOH INT.","TOA PAYOH INT.","3","1","1","1","1","37","4","1","5","70","54","0","0","0","N","Y","Y","N","N","","14","R","SBS8409D LEFT MIRROR DROPPED (TPRG) CAM ON BOARD ATTENDED S&S OS","I was moving out of Toa Payoh Int. when my bus side swipe another unattended bus ( SBS8509Z). No Injury. That s all.","","","EDSFOF02","23/10/2014 15:13","SFALPR04","28/10/2014 11:28","","N"
"E67602014","02","SE","27/10/2014","201404672","25/10/2014 15:28","9","Junc of Sungei Rd/ Bencoolen St","Bencoolen St","1","1","1","1","6","25","2","3","1","70","54","0","0","0","N","Y","Y","N","Y","","14","R","SBS8733S, Right rear tyre mud guard damaged (EURG) Cam onboard  Attended S&S","During incident period I was negotiating a right turn from Sungei Rd into Bencoolen St when my bus right rear tyre being hit by a m/car (SFG3424H) resulted tyre mud guard damaged. The said car sustained damaged on left front. No one was injured. Busresume svc after exchange our particulars. There was pax onboard willing to be my witness for the said incident. Thats all.","","","AMOPPR10","27/10/2014 11:30","SFALPR04","28/10/2014 11:36","","Y"
"E65002014","02","SE","13/10/2014","201404677","08/10/2014 12:00","3","Parking lot","Ang Mo Kio Depot","3","1","1","1","9","39","2","3","5","85","58","0","0","0","N","Y","Y","N","N","","25","R","SBS8796K, Right rear damaged (EURG) Cam onboard","My RM received a report from workshop and informed me that SBS8796K (off svc of 125) that I driving on that day was involved an accident at the mentioned date. I wish to state that along the journey I did not involved in any traffic accident nor I had hit against any objects. I did found this damaged few days ago. Thats all.","","","AMOPPR10","13/10/2014 11:27","SFALIO05","28/10/2014 15:14","","Y"
"W65862014","02","SW","16/10/2014","201404693","22/09/2014 21:55","2","Junct Bras Basah Rd","Victoria St","2","1","4","6","12","27","2","3","1","86","58","0","0","0","N","Y","N","N","Y","D/2038","26","R","SBS7658H - Na ( CLRG ) Cam Onboard","On 22/09/2014 my svc route was diverted due to F1.  Regarding the CFMS 2014/Sep/3357 I was informed by RM on 03/10/2014 during I was on PM shift at CLI. I was not aware of such incident as the pax ( complainant ) did not approached me with regardsto said CFMS incident. I was told to report accordingly. That all I can say.","","CLRG - CFMS 2014/Sep/3357","JRADAA01","16/10/2014 13:53","EDBDAM04","29/10/2014 09:54","","Y"
"E68172014","02","SE","29/10/2014","201404708","10/09/2014 19:25","2","PUNGGOL RD & COMPASSVALE RD JUNCTION","PUNGGOL RD & COMPASSVALE RD JU","2","1","1","1","9","27","3","2","1","86","61","0","0","0","N","Y","N","N","Y","NP299","26","R","SBS6313J NO DAMAGE (AMKRG) CAM ON BOARD ATTENDED S&S ON SERVICE","When driving pass the Punggol Road and Compassvale Drive traffic junction a cyclist came out of nowhere and I had to brake abruptly to avoid collision with the cylist. The braking caused one of the about 35 passengers to fall. At that time I did not know that a passenger had fell and continued the journey. On 15/10/2014 I was informed that a passenger fell down. That s all.","","I was not aware that a passenger fell down as no one approached me on the incident date.","EDSFOF02","29/10/2014 13:56","EDBDAM04","30/10/2014 09:04","","Y"
"W68382014","02","SW","30/10/2014","201404713","28/10/2014 08:25","1","bef b/stop 11.3 KM","Outram Road","1","1","1","1","5","20","1","1","5","70","54","0","0","0","N","Y","N","N","N","","25","R","SBS8114D - Right ctr body panel scratches ( CLRG ) Cam Onboard","Along Outram Rd I was driving my bus at the 1st left lane heading to infront b/stop 11.3 KM. It was heavy traffic volumeI was slowing down my bus negotiating at a left bend  twds said b/stop from my rightside v/m & I noticed a m/car SJQ3682D wasat the 2nd left lane had its left front corner hit against the right ctr body of my bus. I stopped my bus & alighted to check. Exchange particulars. WOCC informed I then cont my svc.","","","JRADAA01","30/10/2014 09:02","SFALIO05","30/10/2014 09:57","","Y"
"E68422014","02","SE","30/10/2014","201404724","20/10/2014 17:35","2","OPP. LOYANG PT BUS STOP","PASIR RIS DR 3","2","1","1","1","7","42","4","2","5","86","74","0","0","0","N","Y","N","N","Y","NP299","14","R","SBS7552D NO DAMAGE (PRRG) CAM ON BOARD ATTENDED S&S ON SERVICE","On 23/10/2014 I received feedback on CFMS(2014/OCT/2198). The complaint was about a passenger s middle toe scraped by the front door when the door was closing while the passenger was tapping the ezlink card for entry. The complaint mentioned that the bottom edge of the front door had scraped onto the middle toe and squeezed on the bone of the toe. I wish to state that no one approached me on the incident. That  s all. /*G/20141025/2006*/","","I was informed on 23/10/2014.","EDSFOF02","30/10/2014 11:30","SFALPR04","30/10/2014 16:35","","Y"
"W68252014","02","SW","29/10/2014","201404725","20/10/2014 18:50","3","AMK Ave 8, opp King church","ang mo kio ave 8","2","1","1","1","11","42","2","1","1","86","82","0","0","0","N","Y","Y","N","Y","f/2071","14","R","sbs6747R- SKRG, cctv","I was attending to pax act at said location. Exit doors closed. A bus had brokedown infront. My front door stayed opened as my bus cannot turned out so I waited for the last pax to board. While I was closing the front door unfortunately a F/pax got hit by the door. I did not have eye contact with said f/pax whether she wanted to board or not. She suddenly board the bus when I was abt to close the front door","","bc reported to RG on 24/10. district rcvd report on 29/10","WDSSOF01","29/10/2014 15:46","SFALPR04","30/10/2014 16:37","","Y"
"W68132014","02","SW","29/10/2014","201404726","21/10/2014 01:10","2","Junct Jurong Town Hall Rd","Jurong East Ave 1","1","1","1","1","21","27","3","3","1","70","59","0","0","0","N","Y","N","N","N","","14","R","SBS3147S - BC claimed bus front bumper no damaged ( JERG )  Cam Onboard","My bus was stopping behind a SMRT taxi SHB5147Y at the ctr lane JR East Ave 1 comply to traffic red at the t/light junct JR Town Hall Rd. And whilst awaiting suddenly I felted that my bus was moving forwarded & hit onto the rear portion of said taxi. I found out that my foot did not stepped on the brake pedal firmly. I alighted to check exchange particular & cont my svc. WOCC I did not informed.","","On 21/10, 23/10 I no time to file TAC. On 24/10 I came abt 1PM, was informed office close. I left office to JEI for my PM shift . 27/10 MC.","JRADAA01","29/10/2014 11:41","SFALPR04","30/10/2014 16:40","","Y"
"W68042014","02","SW","28/10/2014","201404729","25/10/2014 10:30","1","Alighting Berth","Jurong East Interchange","1","1","1","1","12","37","3","1","5","82","73","0","0","0","N","Y","N","N","N","","14","R","SBS6416X - Exit door dented ( JERG ) Cam Onboard","I was driving my bus coming from JR Gateway Rd turning left twds JEI. Aft turning into JEI heading twds alighting berth & due to I over steered to the side when I heard sound came from the left portion of my bus. I then found out that my bus at the exit door portion had grazed against the alighting berth pavement kerb. WOCC & Master Lai were informed. Aft mechanic had checked my bus I was told to RTD to SLBP.","","","JRADAA01","28/10/2014 16:27","SFALPR04","30/10/2014 16:47","","Y"
"W68322014","02","SW","29/10/2014","201404731","25/10/2014 13:30","1","Bus Bay No 72079 - Blk 609","Bedok Reservoir Rd","2","1","1","1","14","42","4","1","5","86","64","0","0","0","N","Y","N","N","Y","J/2139","14","R","SBS3709X - No damaged ( BMRG ) Cam Onboard","My bus had stopped at bus bay 72079 along BD Reservoir Rd for paxs activities aft seeing the last pax had safely alighted at the exit door I then closed the exit door then suddenly I noticed the last pax f/malay fell down & was seated on the road in-btw my bus & b/stop pavement. I alighted & went to check with her whether she need medical treatment she kept silence & subject husband with some had went to assist her up to b/stop her husband was angry & kept scolding at me. I noticed she has novisible injury. On seeing no replied from them I then left the scene.","","BC claimed had no time to file TAC on 27/10 & 28/10","JRADAA01","29/10/2014 17:23","SFALPR04","30/10/2014 16:49","","Y"
"W68202014","02","SW","29/10/2014","201404732","25/10/2014 15:47","3","HGBP","hougang bus park","3","1","1","1","1","39","3","1","5","70","54","0","0","0","N","Y","Y","N","N","","14","R","sbs8984J- L/glass panel damage, SGRG, cctv sbs8097U","I was doing my 2nd parade check. I then moved the bus out from parking lot slowly. As I was slowly making a left turn my bus hit a stationary SBS8097U causing damage. No injuries. That is all","","bc reported to RG on 29/10","WDSSOF01","29/10/2014 14:24","SFALPR04","30/10/2014 16:50","","Y"
"E67732014","02","SE","27/10/2014","201404734","26/10/2014 05:15","1","Parking lot","Ang Mo Kio Depot","3","1","1","1","1","45","2","1","5","70","67","0","0","0","N","Y","Y","N","N","","14","R","SBS8167B, POI- Rear portion but no damaged (YCKR)  Cam onboard","I intend to park my bus into the parking lot to wait for my duty time to start my revenue trip when my bus rear portion collided onto an unattended bus (SBS7483U) cause damaged on it front w/screen. There was no damaged on my bus. I did report thismatter to AS and workshop.Thats all.","","","AMOPPR10","27/10/2014 15:02","SFALPR04","30/10/2014 16:54","","Y"
"W68242014","02","SW","29/10/2014","201404735","29/10/2014 09:50","1","Svc 157 End-on-berth parking lot","Boon Lay Interchange","1","1","1","1","10","37","3","1","5","82","70","0","0","0","N","Y","N","N","N","","14","R","SBS8099P - Right ctr panel scratches ( BLRG ) Cam Onboard","When I arr at BLI I saw svc 154 there was no empty parking lot I then turned into 1st lot svc 157 end-on-berth parking lot to alight paxs. Aft alighting pax I then reversed out when I felted that my bus right rear wheel had went up parking lot kerb I drove forwarded said wheel went down the kerb & I reversed again then suddenly I heard sound came from the right portion of my bus. I stopped my bus & alighted to check & saw my bus right ctr body panel had grazed against the said kerb. ARM Naren I had informed & advised me to cont my svc.","","","JRADAA01","29/10/2014 15:29","SFALPR04","30/10/2014 16:57","","Y"
"W68412014","02","SW","30/10/2014","201404737","29/10/2014 17:10","2","Junct JR East St 32","Jurong East Ave 1","1","2","1","1","4","25","3","3","1","70","52","0","1","0","N","Y","N","N","Y","T/4005","14","R","SBS3149L - Front w/screen damaged, body dented ( JERG ) Cam Onboard","I had stopped my bus behind a van PC1068T at the 1st left inner lane JR East Ave 1 junct JR East St 32 comply to traffic red light. And whilst awaiting and I noticed on my right m/cars was moving on seeing this I released my handbrake & then turned & looked infront & realised said van didnt moved I braked but too late resulting my bus front portion collided into the rear portion of said van. I alighted to check & I was informed that an elderly pax from said van was injured & amb had called.I saw his left arm had slight bruises. WOCC informed. MTI amb JERG staffs IO Police patrol arr. Aft the elderly attended to by Paramedic the injury refused to be convey to hosp by ambulance. My paxs left on thier own. Aft CRS attended to my busCRS then drove said bus to SLBP.","","","JRADAA01","30/10/2014 11:11","SFALPR04","30/10/2014 17:02","","Y"
"E68982014","02","SE","03/11/2014","201404758","17/10/2014 18:15","2","Exit of CTE","PIE","1","1","1","1","10","33","2","3","5","70","54","0","0","0","N","Y","N","N","Y","NP168","14","R","SBS6084U, Scratches on right rear (PRRG) Cam onboard  Attended S&S on","On 30/10/2014 I received a letter from my RM stating that I had to lodge a police report regarding a hit and run accident with a m/taxi (SHD6428U) which had occured on 17/10/2014. I could not recall of such incident and hence my RM managed to retrieve the cctv footage from the bus that I was driving on the particulars day. The CCTV showed that I had indeed hit the taxi by accident as I was overtaking the said taxi to merge into the CTE exit. Damages to the bus was right rear and the said taxisuffered damages on left front. No one was injured. I wish to state that during the incident I did not feel that I had hit onto another vehicle while changing lanes upon overtaking. Thats all.  *NP168 T/20141030/4130- Pasir Ris NPC*","","I did not feel that I had hit onto another vehicle while changing lanes upon overtaking.","AMOPPR10","03/11/2014 12:20","SFALPR04","04/11/2014 09:20","","Y"
"W68882014","02","SW","03/11/2014","201404759","25/10/2014 15:15","2","Bus Bay 2.6 KM - Opp Blk 2","Jurong Town Hall Road","2","1","4","6","2","42","4","1","5","86","78","0","0","0","N","Y","N","N","N","","14","R","SBS7366A - No damaged ( JERG ) Cam Onboard","My Master Lai informed me regarding the CFMS. I wish to say that on 25/10/14 @ 1515 hrs along JR Town Hall Rd at bus bay 20269. I wish to say that I had forgotten abt it. The complainants did not alert me that subject sons had fell onboard my bus.I could not recall abt the CFMS.","","JERG - CFMS 2014/Oct/2826","JRADAA01","03/11/2014 09:05","SFALPR04","04/11/2014 09:22","","Y"
