"201403252","02","SE","19/07/2014 12:07","Q","FAF","118","31/07/2014","2","01/10/2014","118","1","","1","RAFFLES BOUVELARD BUS STOP","RAFFLES BOUVELARD","1","1","3","2","15","42","4","1","5","71","54","0","0","0","N","Y","Y","N","N","","","","","","26","SBS6614R NO DAMAGED (BSRG) CAM ON BOARD ATTENDED S&S ON SERVICE ","I stopped at a bus stop along Raffles Bouvelard for pax activities. On my rear left side there was a SMRT Motorcycle (FBG3464P) parked on double yellow lines inside the bus stop. The motorcycle was unattended. When I started to  move away from the bus stop, my bus grazed the motorcycle lightly. No injury. That 's all. ","(M) (Y) Collided onto unattended m/cycle","","","E48742014","EDBDAM04","31/07/2014 16:07","EDBDAM04","01/10/2014 18:10",""
"201403254","02","SE","19/07/2014 15:07","Q","NAF","218","31/07/2014","2","01/10/2014","218","1","","2","AMK AVE 9  & ST 62 T JUNCTION","AMK AVE 9 & ST 62 T JUNCTION","1","1","1","1","1","25","3","2","1","70","51","0","0","0","N","Y","Y","N","N","","","","","","26","SBS8867P LEFT SIDE SCRATCHES (YCKRG) CAM ON BOARD  ATTENDED S&S  ON SERVICE","I was travelling along AMK  AVE 9 when a SCDC Car (SJC 4305K) hit my bus on the left side when exit from AMK ST 62. No injury. That 's all.","(M) (N) 3P car from minor rd collided onto bus","","","E48892014","EDBDAM04","31/07/2014 16:07","EDBDAM04","01/10/2014 18:10",""
"201403256","02","SW","19/07/2014 19:07","Q","FAF","118","31/07/2014","2","01/10/2014","218","1","","2","Junct Whitley Rd","Thomson Rd","1","1","1","1","10","25","3","3","1","70","51","0","0","0","N","Y","N","N","N","","","","","","26","SBS2815D - Front right body,bumper & signal damaged ( BMRG ) Cam Onboard","I was driving my bus along 1st left lane of Thomson Rd heading to infornt t/light junct of Whitley Rd. Said junct showed green light in my favour, And bef crossing said junct opp dir oncoming m/car SJL6887L did not stop & turned right dir to Whitley Rd. On seeing I applied brake to stop but it was too late as a result my bus front right corner collided onto the front left portion of said car. I alighted to check. WOCC informed. Transfer paxs, I then I RTD BBBP.","(M) (Y) Collided onto rear of 3P car","","","W48512014","EDBDAM04","31/07/2014 17:07","EDBDAM04","01/10/2014 19:10",""
"201403269","02","SE","23/07/2014 11:07","Q","FAF","118","04/08/2014","2","01/10/2014","118","1","","1","BRADDELL RD & LOR. 8 TOA PAYOH JUNCTION","BRADDELL RD & LOR. 8 TOA PAYOH","1","1","1","1","14","33","1","2","5","70","52","0","0","0","N","Y","Y","N","N","","","","","","26","SBS6109H FRONT LEFT SIDE SIGNAL LIGHT COVER DAMAGED (TPRG) CAM ON BOARD  ATTENDED S&S ON SERVICE","I was behind a vehicle (SBZ9930X) while turning left from lorong 8 Toa Payoh into Braddell Road. The vehicle suddenly stopped. As I looked to the right side to check any incoming vehicles, my bus hit the vehicle in front. No injury That 's all. ","(M) (Y) Collided onto rear of 3P","","","E49492014","EDBDAM04","04/08/2014 09:08","EDBDAM04","01/10/2014 17:10",""
"201403344","02","SW","24/07/2014 07:07","I","FAF","118","05/08/2014","2","01/10/2014","118","1","","1","Bus Bay _ Blk 710","Jurong West Street 71","1","1","1","1","4","42","3","3","5","85","73","0","0","0","N","Y","N","N","N","","","","","","26","SBS3200X - U/D Saloon front left w/screen glass cracked ( BLRG ) Cam Onboard","My bus was off-svc from BLI to on svc at b/stop 3.1 KM along JR West Ave 5. And along JR West St 71 at bus bay there was a SBST DD bus stopping at said b/stop, I then overtook said b/stop & then stopped infront to svc plate. Aft changing svc plate, I then swerved my bus to the right when I heard sound came from the Upp saloon, I stopped my bus at the t/light junct & went to Upp saloon to check & saw upp deck front left w/screen glass cracked & hit against tree branches, as I late therefore aft checking my bus I moved off to JR West Ave 5 to pick-up paxs. At BLI, I reported to Master Lee & BC who covering ARM duty & he told me to cont my svc & to report next trip.","(M) (Y) Bus swerved to the right and upper deck windscreen collided onto tree","","","W49452014","EDBDAM04","05/08/2014 10:08","EDBDAM04","01/10/2014 17:10",""
"201403444","02","SW","08/08/2014 11:08","Q","FAF","118","13/08/2014","2","30/09/2014","118","1","","1","Yio Chu Kang Link slip boundary Rd","Yio chu Kang Link","1","1","1","1","12","22","1","2","1","70","54","0","0","0","N","Y","Y","N","N","","","","","","14","sbs969G - SGRG,","I was driving alg yio chu link twds S'goon Int when near juncn of Yio Chu Kang Link and boundary Rd, I was turning left twds the zebra crossing when accidentally hit onto the car, SFP8113A. that is all","(N)(Y) Bus collided onto car","BC reproted on 08/08/2014","","W53012014","SFALPR04","13/08/2014 11:08","SFALPR04","30/09/2014 10:09",""
"201403445","02","SE","08/08/2014 17:08","Q","NAF","218","13/08/2014","2","30/09/2014","118","1","","2","AMK AVE 1","AMK AV E 1","1","1","1","1","7","33","3","2","5","70","54","0","0","0","N","Y","Y","N","N","","","","","","14","SBS6618E RIGHT FRONT SCRATCHES & PAINT PEEL OFF (AMKRG) CAM ON BOARD ATTENDED S&S ON SERVICE","I was driving along AMK Ave 1 when a car (SFZ401T) side swipe my bus. The latter hit my bus. No injury. That 's all. ","(N)(N) Car collided onto bus","","","E53322014","SFALPR04","13/08/2014 11:08","SFALPR04","30/09/2014 10:09",""
"201403449","02","SE","09/08/2014 01:08","M","FAF","112","13/08/2014","2","30/09/2014","112","1","","2","AMK BUS PARK","AMK BUS PARK","3","1","1","1","22","39","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","","","","","14","SBS6301T LEFT SIDE EIXT DOOR WINDOW DAMAGED (BSRG) CAM ON BOARD ATTENDED S&S OFF SERVICE ","While reversing in AMK Bus park, my bus sideswipe with another unattended parked bus (SBS8756B). The lighting in the parking lot was dimmed, could not see clearly. No injury. That 's all. ","(N)(Y) SBS6301T collided onto SBS8756B","","","E52992014","SFALPR04","13/08/2014 11:08","SFALPR04","30/09/2014 10:09",""
"201403467","02","SW","04/08/2014 15:08","C","NAF","499","14/08/2014","2","25/09/2014","221","1","","1","yio chu Kang Rd bs64109","yio chu kang road","2","2","1","1","18","33","2","1","5","86","61","0","1","0","N","Y","Y","N","N","","","","","","14","sbs0963Y - SGRG","Ref CFMS2014/Aug/0348, I was driving alg Yio Chu Kang Rd twds Boundary Rd. approaching junctn of YCK Rd / HG Ave 9, t/light was green. I cont to drive. I saw a car stopped at said junctn so I drove on. The said car made a turn into Hg ave 9, so as to avoid hitting said car, I applied brake to stop. Due to that, a M/pax fall onboard. I helped him up and asked him if he is ok. He replied he was alright. He also mentioned it was not my fauly. Seeing no visible injuries, I cont svc to SGI. That is all","(N)(N) Pax fell on board","BC reportd on 12/08/2014","","W53592014","SFALPR04","14/08/2014 09:08","SFALAD02","01/10/2014 16:10",""
"201403509","02","SW","08/08/2014 08:08","Q","FAF","112","17/08/2014","2","01/10/2014","112","1","","9","Ghim Moh Term parking lot","Ghim Moh Road","1","1","1","1","4","38","3","1","5","70","67","0","0","0","N","Y","N","N","N","","","","","","14","SBS2835X - Rear ctr bumper scratched ( CLRG ) No Cam","Bus was off svc from Science Pk Dr twds Ghim Moh Term. Along Ghim Moh Rd, I then filtered to left twds parking lot, at the    terminal parking lot, I was reversing my bus to stop at svc 92 boarding awaiting to pick-up pax. During 3 point turning reversing when suddenly I heard sound came from the rear of my bus. I stopped my bus & checked but my both v/m could not see anything, a m/ch approached me & informed me that my bus had hit his taxi. I looked at v/m could not see anything, I alighted to check & proceed to the rear of my bus & saw my bus rear bumper had collided into the front portion of taxi SHD2354A . WOCC informed to exchange particular.","(N)(Y) Bus collided onto taxi while reversing","I am a regular SS & had no time to file TAC","","W53752014","SFALPR04","17/08/2014 08:08","SFALPR04","01/10/2014 09:10",""
"201403513","02","SE","13/08/2014 15:08","C","NAF","218","17/08/2014","2","01/10/2014","218","1","","2","THOMSON ROAD","THOMSON ROAD","1","1","1","1","1","33","1","2","5","70","54","0","0","0","N","Y","Y","N","N","","","","","","14","SBS5117R RIGHT SIDE REAR SIGNAL LIGHT DAMAGE(EURG) CAM ON BOARD ATTENDED S&S ON SERVICE","I was driving along Thomson Road about to enter a bus stop in front of Novena MRT station when my bus right signal light and the car (GBA8869D) 's left side mirror side swipe. No injury. That 's all. ","(N)(N) Collision between bus and van","","","E53692014","SFALPR04","17/08/2014 08:08","SFALPR04","02/10/2014 11:10",""
"201403514","02","SE","13/08/2014 16:08","Q","NAF","218","17/08/2014","2","30/09/2014","103","5","","3","DOVER ROAD T TRAFFIC JUNCTION","DOVER ROAD","1","1","2","2","8","25","3","2","5","70","51","0","0","0","N","Y","Y","N","N","","","","","","14","SBS8523G LEFT SIDE SCRATCHES (BDRG) CAM ON BOARD ATTENDED S&S ON SERVICE","I was driving along Dover Road passing through a T traffic Junction. My bus then side swipe with another car (SKJ1525M) moving out from the side road on my left side. No injury. That 's all.","(N)(N) Car turning out of side road collided with bus","","","E53682014","SFALPR04","17/08/2014 08:08","SFALPR04","30/09/2014 10:09",""
"201403515","02","SW","13/08/2014 17:08","I","FAF","118","17/08/2014","2","30/09/2014","118","1","","2","marina centre terminal","raffles boulevard","1","1","1","1","6","38","3","1","5","91","73","0","0","0","N","Y","Y","N","N","","","","","","14","sbs6192R - rear LHS cctv cam damaged, rear LHS corner body panel dented (BMRG) cctv","I arrived at Marina Centre Term and wanted to park. Earlier, there was a chain collision on the RHS of the parking lots so I wanted to be safe and decided to park on the LHS. So I parked as normal. When I wanted to start back my svc, I exit out from parking lot and accidentally sideswiped the barrier on my rear LHS. It was my first time doing said svc. At first bstop, I inform OCC. I then resume svc. End of service then I report to BBWS. that is all","(N)(Y) Bus grazed barrier","BC reported on 14/08/2014","","W53712014","SFALPR04","17/08/2014 08:08","SFALPR04","30/09/2014 10:09",""
"201403518","02","SW","13/08/2014 20:08","Q","FAF","102","17/08/2014","2","30/09/2014","102","1","","2","clementi ave 6 slip commonwealth ave","commonwealth ave","1","1","1","1","12","26","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","","","","","14","sbs7513S - LHS bumper damaged (BLRG) cctv","I was driving alg Clementi Ave 6 twds Commonwealth Ave West. At said slip road, there was a car, SGP245T on the left lane  entering into c'wealth Ave West. I was on the RHS lane. I saw said car already moving so I checked right and proceeded out when suddenly I heard a sound. My bus front LHS hit said car RHS rear. I alighted and asked said driver why he braked and stopped. He mentioned there was a cyclist at the side of the road causing him to braked. I exchange particulars. I informed OCC. I cont svc back to BNVT. Aft duty then I reported to WS. No injury. that is all","(N)(Y) Bus collided onto rear of car","BC reported on 15/08/2014","","W54082014","SFALPR04","17/08/2014 08:08","SFALPR04","30/09/2014 10:09",""
"201403520","02","SW","13/08/2014 22:08","M","FAF","112","17/08/2014","2","30/09/2014","112","1","","2","Level 3 at svc 506 parking lot","Soon Lee Bus Park","3","1","1","1","18","38","4","1","5","70","67","0","0","0","N","Y","N","N","N","","","","","","14","SBS8041E - Rear w/screen glass damaged ( JERG ) Cam Onboard SBS7458T - Front w/screen glass damaged (unattended )","My bus was at SLBP Level 3. At the level 3 driveway, I was reversing my bus to park at the svc 506 parking lot, aft reversing bus at the parking lot when I heard sound came from the rear of my bus. I alighted to check & saw the rear w/screen of my bus had collided into behind stationary bus SBS7458T at the front w/screen. And I noticed said DD parked with the front portion near to white line of the parking lot. SL w/shop reported.","(N)(Y) SBS8041E collided onto SBS7458T while reversing","","","W53802014","SFALPR04","17/08/2014 08:08","SFALPR04","30/09/2014 10:09",""
"201403521","02","SW","14/08/2014 01:08","M","FAF","118","17/08/2014","2","30/09/2014","118","1","","2","Bus Washing Bay","Ayer Rajah Bus Park","3","1","1","1","16","46","4","1","5","85","73","0","0","0","N","Y","N","N","N","","","","","","14","SBS6630T - BC's side window glass broken ( BMRG ) Cam Onboard","I had completed my duty at AYBP & was sending my bus for bus washing. I moved & entered into bus washing bay, my bus front portion pushed the rightside brush & washing brush started to spin & suddenly bouned back & hit onto the right front v/m & right v/m hit against BC's side window glass.  I then cont washing.","(N)(Y) Bus hit by washing machine brush","","","W54072014","SFALPR04","17/08/2014 08:08","SFALPR04","30/09/2014 10:09",""
"201403541","02","SE","21/07/2014 10:07","C","NAF","499","18/08/2014","2","30/09/2014","402","1","","1","UPPER SERANGOON ROAD-NEAR NEX MALL","UPPER SERANGOON ROAD","2","2","1","1","10","33","2","2","5","86","81","0","1","0","N","Y","N","N","Y","","","","","NP299","14","SBS3199S NO DAMAGE (YCKRG) CAM ON BOARD ATTENDED S&S ON SERVICE","On 12/08/2014, I was informed of a complaint against me. The complaint was about a passenger lost steps and fell from the 2nd deck to the first deck. However, I was unaware as there was a lot of passengers in the bus. I was unsure of what injuries the passenger had sustained. that 's all. /*F/20140814/2112*/ /*CFMS : 2014/AUG/0768*/","(N)(N) Pax alleged fall on board","I was informed on 12/08/2014","","E54342014","SFALPR04","18/08/2014 14:08","SFALPR04","30/09/2014 14:09",""
"201403570","02","SE","02/08/2014 16:08","Q","NAF","218","20/08/2014","2","01/10/2014","118","1","","1","BISHAN RD & ST 11 TRAFFIC JUNCTION","BISHAN RD & ST 11 TRAFFIC JUNC","1","1","1","1","20","27","2","2","1","70","54","0","0","0","N","Y","N","N","N","","","","","","26","SBS8422P NO DAMAGED (BSRG) CAM ON BOARD ATTENDED S&S ON SERVICE","I was turning right at a traffic junction from Bishan Road into Bishan st 11. Suddenly, there was a pte car (SJD888R) on my right side turning at the same time. The car side swipe my bus. We exchanged particulars. No injury. That 's all.  ","(M)(N) 3P sideswiped with bus at right turning junction","","","E51532014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403571","02","SW","02/08/2014 16:08","Q","FAF","118","20/08/2014","2","01/10/2014","118","1","","2","Upp Sgoon Rd, aft bs18.8km","Upp Serangoon Road","1","1","1","1","6","26","2","3","5","70","54","0","0","0","N","Y","Y","N","Y","","","","","","26","sbs3737P - nearside centre body panel scratched (HCRG) cctv","I was driving alg the extreme left lane of upp Serangoon Rd twds HG Central. At that time, a car was infornt and it turned left into the road leading to HDB flats. I then swerved out to oevrtake. While overtaking, I heard a sound. I checked and discovered that said unknown car had stopped. the nearside center of my bus had grazed against the rear offside of said car. Said car driver approached me and provide his particulars but not his car number. I was instructed to cont svc. No visible injuries. that is all","(M)(Y) Overtake stationary 3P car and collided onto it","Bc reproted on 05/08/2014","","W52202014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403572","02","SW","02/08/2014 19:08","C","NAF","218","20/08/2014","2","01/10/2014","218","1","","2","TPE(SLE) exit, Tampines Ave 7","TPE","1","1","1","1","8","33","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","","","","","26","sbs6606P - rear RHS marker light damaged(SKRG) cctv","I was waiting along SLE area at slip road when a vehicle grazed my bus when it was moving off. At first, I thought someone onboard fell. Aft asking around, I then realised that vehicle had grazed my bus. Said vehicle left scene. I informed OCC and was instructed to cont svc. Later, a F called RG abt said acciden.t That is all","(M)(N) 3P collided onto stationary bus at slip road","BC reported on 04/08/2014","","W51802014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403574","02","SE","02/08/2014 21:08","Q","NAF","218","20/08/2014","2","01/10/2014","218","1","","2","KALLANG BAHRU & BOON KENG RD X JUNCTION","KALLANG BAHRU & BOON KENG RD X","1","1","1","1","15","27","3","2","1","70","54","0","0","0","N","Y","Y","N","N","","","","","","26","SBS8464T REAR BUMPER SCRATCHES (TPRG) CAM ON BOARD ATTENDED S&S  ON SERVICE","I was turning left at a traffic junction between Kallang Bahru and Boon Keng Road. At that time, there was road works on in progress. Many plastic cones were placed on my left side.As I turned left at the yellow box, a van (GU2205U) behind my bus side swipe the rear of my bus.When I reached about 1st bus stop along Boon Keng Road, the van driver catched up with me. He gave me his name card.  No one was injured. That 's all. ","(M)(N) 3P van collided onto rear of bus","","","E51412014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403575","02","SW","02/08/2014 22:08","Q","NAF","218","20/08/2014","2","01/10/2014","118","1","","2","Tg pagar road","tg pagar road","1","1","1","1","16","25","2","1","1","70","54","0","0","0","N","Y","Y","N","N","","","","","","26","sbs7455B - rear door damaged (SKRG) cctv","I was following a lorry,XT7211G trying to make a turn at the junction aft bstop05271 when accident took place. As I was negotiating the turn, said lorry suddenly stopped and caused the accident. I was unable to react hence my rear door was damaged. I checked no injuries and went to exchange particulars with lorry driver. no injuries. that is all","(M)(N) 3P lorry abruptly braked and collided onto bus","Bc reported on 05/08/2014","","W52182014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403577","02","SW","06/08/2014 08:08","Q","NAF","218","20/08/2014","2","01/10/2014","118","1","","1","upp serangoon rd","upp serangoon rd","1","1","1","1","7","33","1","3","5","70","54","0","0","0","N","Y","Y","N","N","","","","","","26","sbs6147Y - rear OS body panel scratched (HCRG) cctv","I was driving along the extreme left lane of Upp Sgoon Rd twds HG Ave 2. As I need to swerve to the right in order to turn right into HG Ave 2, that time traffic was heavy, I signal to swerve slowly out. When my bus had fully encroached to the centerlane, I noticed a van, GY7710Z close to the rear offside of my bus. I called OCC to report accident. As minor damage, I was instructed to cont svc. No injury. that is all","(M) (N) 3P van collided onto rear portion of bus","Bc reported on 06/08/2014","","W52752014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403578","02","SW","06/08/2014 08:08","Q","FAF","118","20/08/2014","2","01/10/2014","118","1","","3","Bus bay 4.2 KM - Blk 515","Jurong West St 51","1","1","1","1","6","33","2","3","5","70","54","0","0","0","N","Y","N","N","N","","","","","","26","SBS6420H - Exit door no damaged ( BLRG ) Cam Onboard","Aft paxs activities at bus bay along JR West St 51 for paxs activities. And I noticed on the 1st left lane m/vehs were going to turn left into St 52. So I intended to filter my bus to the 1st right outer lane & to overtake a m/car SKC5986B who was stopping inside the box junct at inner lane in doing so I noticed my bus left ctr portion exit door had grazed against the rear corner bumper of said car. I alighted to check. WOCC informed, exchange particulars & then cont my svc.","(M) (Y) Overtake a 3P car and collided onto it","","","W51892014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 18:10",""
"201403579","02","SW","06/08/2014 09:08","I","NAF","218","20/08/2014","2","01/10/2014","218","1","","9","SLE, aft exit to Mandai","SLE","1","1","1","1","8","33","1","3","5","70","60","0","0","0","N","Y","Y","N","N","","","","","T/4151","26","sbs3719S - rear OS bumper, rear NS body panel dented(HCRG) cctv","I was driving OS from Wdlands Int back to HCI along the extreme left lane of SLE when suddenly I heard sound from the rear. On checking, I discovered a lorry,YM8592R had collided into my bus rear. Said lorry rear was hit onto a foreign bus, BGJ3467, surged forward and collided into rear of my bus. I informed OCC. No injury. that is all","(M)(N) 3P collided onto bus rear","BC reported on 06/08/2014","","W52612014","EDBDAM04","20/08/2014 10:08","EDBDAM04","01/10/2014 17:10",""
"201403582","02","SE","06/08/2014 14:08","C","NAF","402","20/08/2014","2","02/10/2014","402","1","","2","MIDDLE ROAD","MIDDLE ROAD","2","2","1","1","1","33","1","1","5","86","61","0","1","0","N","Y","N","N","Y","","","","","NP299","26","SBS8378J NO DAMAGED (BSRG) CAM ON BOARD ATTENDED S&S ON SERVICE","While approaching a traffic junction along Middle road, a black car suddenly drove out from the right without signalling. Hence, I apply hard braking to avoid collision. Shortly, a passenger, Raman Murugesan h/p : 81987342 informed me that he sustained an injury on his left elbow. I called an ambulance and conveyed him to SGH. That 's all. /* F/20140807/2038*/","(M)(N) Pax fall onboard when bc applied e-brake","","","E52252014","EDBDAM04","20/08/2014 10:08","EDBDAM04","02/10/2014 16:10",""
